method,candidate_budget_M,k,tau_k,e_at_k,margin_k,mass_ratio_k,num_above_tau,unconstrained_feasible
null_superset_no_audit,250,1,2500.0,21.82374391726804,-2478.176256082732,0.008729497566907217,0,False
null_superset_no_audit,250,2,1250.0,21.82374391726804,-1228.176256082732,0.017458995133814433,0,False
null_superset_no_audit,250,3,833.3333333333333,21.82374391726804,-811.5095894160652,0.026188492700721648,0,False
null_superset_no_audit,250,4,625.0,21.82374391726804,-603.1762560827319,0.034917990267628866,0,False
null_superset_no_audit,250,5,500.0,21.82374391726804,-478.176256082732,0.04364748783453608,0,False
null_superset_no_audit,250,6,416.66666666666663,21.82374391726804,-394.8429227493986,0.052376985401443296,0,False
null_superset_no_audit,250,7,357.1428571428571,21.82374391726804,-335.3191132255891,0.06110648296835052,0,False
null_superset_no_audit,250,8,312.5,21.82374391726804,-290.676256082732,0.06983598053525773,0,False
null_superset_no_audit,250,9,277.77777777777777,21.82374391726804,-255.95403386050972,0.07856547810216495,0,False
null_superset_no_audit,250,10,250.0,21.82374391726804,-228.17625608273195,0.08729497566907216,0,False
null_superset_no_audit,250,11,227.27272727272725,21.82374391726804,-205.4489833554592,0.09602447323597939,0,False
null_superset_no_audit,250,12,208.33333333333331,21.82374391726804,-186.50958941606527,0.10475397080288659,0,False
null_superset_no_audit,250,13,192.3076923076923,21.82374391726804,-170.48394839042425,0.11348346836979381,0,False
null_superset_no_audit,250,14,178.57142857142856,21.82374391726804,-156.7476846541605,0.12221296593670104,0,False
null_superset_no_audit,250,15,166.66666666666666,21.82374391726804,-144.8429227493986,0.13094246350360822,0,False
null_superset_no_audit,250,16,156.25,21.82374391726804,-134.42625608273195,0.13967196107051547,0,False
null_superset_no_audit,250,17,147.05882352941174,21.82374391726804,-125.23507961214369,0.14840145863742268,0,False
null_superset_no_audit,250,18,138.88888888888889,21.82374391726804,-117.06514497162084,0.1571309562043299,0,False
null_superset_no_audit,250,19,131.57894736842104,21.82374391726804,-109.755203451153,0.1658604537712371,0,False
null_superset_no_audit,250,20,125.0,21.82374391726804,-103.17625608273195,0.1745899513381443,0,False
null_superset_no_audit,250,21,119.04761904761904,21.82374391726804,-97.22387513035099,0.18331944890505153,0,False
null_superset_no_audit,250,22,113.63636363636363,21.82374391726804,-91.81261971909558,0.19204894647195878,0,False
null_superset_no_audit,250,23,108.69565217391303,21.82374391726804,-86.87190825664499,0.200778444038866,0,False
null_superset_no_audit,250,24,104.16666666666666,21.82374391726804,-82.34292274939861,0.20950794160577318,0,False
null_superset_no_audit,250,25,100.0,21.82374391726804,-78.17625608273195,0.2182374391726804,0,False
null_superset_no_audit,250,26,96.15384615384615,21.82374391726804,-74.33010223657811,0.22696693673958762,0,False
null_superset_no_audit,250,27,92.59259259259258,21.82374391726804,-70.76884867532453,0.23569643430649484,0,False
null_superset_no_audit,250,28,89.28571428571428,21.82374391726804,-67.46197036844623,0.24442593187340209,0,False
null_superset_no_audit,250,29,86.20689655172413,21.82374391726804,-64.38315263445608,0.2531554294403093,0,False
null_superset_no_audit,250,30,83.33333333333333,21.82374391726804,-61.50958941606529,0.26188492700721644,0,False
null_superset_no_audit,250,31,80.64516129032258,21.82374391726804,-58.82141737305454,0.2706144245741237,0,False
null_superset_no_audit,250,32,78.125,21.82374391726804,-56.30125608273196,0.27934392214103093,0,False
null_superset_no_audit,250,33,75.75757575757575,21.82374391726804,-53.93383184030771,0.28807341970793815,0,False
null_superset_no_audit,250,34,73.52941176470587,21.82374391726804,-51.70566784743783,0.29680291727484537,0,False
null_superset_no_audit,250,35,71.42857142857143,21.82374391726804,-49.60482751130339,0.30553241484175253,0,False
null_superset_no_audit,250,36,69.44444444444444,21.82374391726804,-47.6207005271764,0.3142619124086598,0,False
null_superset_no_audit,250,37,67.56756756756756,21.82374391726804,-45.743823650299525,0.322991409975567,0,False
null_superset_no_audit,250,38,65.78947368421052,21.82374391726804,-43.96572976694248,0.3317209075424742,0,False
null_superset_no_audit,250,39,64.1025641025641,21.82374391726804,-42.27882018529606,0.34045040510938146,0,False
null_superset_no_audit,250,40,62.5,21.82374391726804,-40.67625608273196,0.3491799026762886,0,False
null_superset_no_audit,250,41,60.975609756097555,21.82374391726804,-39.151865838829515,0.3579094002431959,0,False
null_superset_no_audit,250,42,59.52380952380952,21.82374391726804,-37.70006560654148,0.36663889781010306,0,False
null_superset_no_audit,250,43,58.139534883720934,21.82374391726804,-36.315790966452894,0.3753683953770102,0,False
null_superset_no_audit,250,44,56.81818181818181,21.82374391726804,-34.99443790091377,0.38409789294391755,0,False
null_superset_no_audit,250,45,55.55555555555556,21.82374391726804,-33.73181163828752,0.3928273905108247,0,False
null_superset_no_audit,250,46,54.347826086956516,21.82374391726804,-32.52408216968848,0.401556888077732,0,False
null_superset_no_audit,250,47,53.191489361702125,21.82374391726804,-31.367745444434085,0.41028638564463915,0,False
null_superset_no_audit,250,48,52.08333333333333,21.82374391726804,-30.25958941606529,0.41901588321154637,0,False
null_superset_no_audit,250,49,51.0204081632653,21.82374391726804,-29.196664245997262,0.4277453807784536,0,False
null_superset_no_audit,250,50,50.0,21.82374391726804,-28.17625608273196,0.4364748783453608,0,False
null_superset_no_audit,250,51,49.01960784313725,21.82374391726804,-27.19586392586921,0.4452043759122681,0,False
null_superset_no_audit,250,52,48.07692307692307,21.82374391726804,-26.253179159655033,0.45393387347917524,0,False
null_superset_no_audit,250,53,47.16981132075471,21.82374391726804,-25.34606740348667,0.46266337104608246,0,False
null_superset_no_audit,250,54,46.29629629629629,21.82374391726804,-24.47255237902825,0.4713928686129897,0,False
null_superset_no_audit,250,55,45.45454545454545,21.82374391726804,-23.630801537277414,0.48012236617989684,0,False
null_superset_no_audit,250,56,44.64285714285714,21.82374391726804,-22.8191132255891,0.48885186374680417,0,False
null_superset_no_audit,250,57,43.859649122807014,21.82374391726804,-22.035905205538974,0.49758136131371133,0,False
null_superset_no_audit,250,58,43.103448275862064,21.82374391726804,-21.279704358594024,0.5063108588806186,0,False
null_superset_no_audit,250,59,42.3728813559322,21.82374391726804,-20.54913743866416,0.5150403564475257,0,False
null_superset_no_audit,250,60,41.666666666666664,21.82374391726804,-19.842922749398625,0.5237698540144329,0,False
null_superset_no_audit,250,61,40.983606557377044,21.82374391726804,-19.159862640109004,0.5324993515813402,0,False
null_superset_no_audit,250,62,40.32258064516129,21.82374391726804,-18.49883672789325,0.5412288491482474,0,False
null_superset_no_audit,250,63,39.68253968253968,21.82374391726804,-17.858795765271637,0.5499583467151546,0,False
null_superset_no_audit,250,64,39.0625,21.82374391726804,-17.23875608273196,0.5586878442820619,0,False
null_superset_no_audit,250,65,38.46153846153846,21.82374391726804,-16.63779454427042,0.5674173418489691,0,False
null_superset_no_audit,250,66,37.878787878787875,21.82374391726804,-16.055043961519836,0.5761468394158763,0,False
null_superset_no_audit,250,67,37.3134328358209,21.82374391726804,-15.489688918552858,0.5848763369827835,0,False
null_superset_no_audit,250,68,36.764705882352935,21.82374391726804,-14.940961965084895,0.5936058345496907,0,False
null_superset_no_audit,250,69,36.231884057971016,21.82374391726804,-14.408140140702976,0.6023353321165978,0,False
null_superset_no_audit,250,70,35.714285714285715,21.82374391726804,-13.890541797017676,0.6110648296835051,0,False
null_superset_no_audit,250,71,35.2112676056338,21.82374391726804,-13.38752368836576,0.6197943272504124,0,False
null_superset_no_audit,250,72,34.72222222222222,21.82374391726804,-12.898478304954182,0.6285238248173196,0,False
null_superset_no_audit,250,73,34.24657534246575,21.82374391726804,-12.422831425197714,0.6372533223842268,0,False
null_superset_no_audit,250,74,33.78378378378378,21.82374391726804,-11.960039866515743,0.645982819951134,0,False
null_superset_no_audit,250,75,33.333333333333336,21.82374391726804,-11.509589416065296,0.6547123175180413,0,False
null_superset_no_audit,250,76,32.89473684210526,21.82374391726804,-11.07099292483722,0.6634418150849484,0,False
null_superset_no_audit,250,77,32.467532467532465,21.82374391726804,-10.643788550264425,0.6721713126518556,0,False
null_superset_no_audit,250,78,32.05128205128205,21.82374391726804,-10.227538134014011,0.6809008102187629,0,False
null_superset_no_audit,250,79,31.645569620253163,21.82374391726804,-9.821825702985123,0.6896303077856701,0,False
null_superset_no_audit,250,80,31.25,21.82374391726804,-9.42625608273196,0.6983598053525772,0,False
null_superset_no_audit,250,81,30.8641975308642,21.82374391726804,-9.04045361359616,0.7070893029194845,0,False
null_superset_no_audit,250,82,30.487804878048777,21.82374391726804,-8.664060960780738,0.7158188004863918,0,False
null_superset_no_audit,250,83,30.12048192771084,21.82374391726804,-8.296738010442802,0.7245482980532989,0,False
null_superset_no_audit,250,84,29.76190476190476,21.82374391726804,-7.93816084463672,0.7332777956202061,0,False
null_superset_no_audit,250,85,29.41176470588235,21.82374391726804,-7.588020788614312,0.7420072931871133,0,False
null_superset_no_audit,250,86,29.069767441860467,21.82374391726804,-7.246023524592427,0.7507367907540204,0,False
null_superset_no_audit,250,87,28.73563218390804,21.82374391726804,-6.911888266640002,0.7594662883209279,0,False
null_superset_no_audit,250,88,28.409090909090907,21.82374391726804,-6.585346991822867,0.7681957858878351,0,False
null_superset_no_audit,250,89,28.089887640449437,21.82374391726804,-6.266143723181397,0.7769252834547423,0,False
null_superset_no_audit,250,90,27.77777777777778,21.82374391726804,-5.954033860509739,0.7856547810216494,0,False
null_superset_no_audit,250,91,27.472527472527474,21.82374391726804,-5.648783555259435,0.7943842785885566,0,False
null_superset_no_audit,250,92,27.173913043478258,21.82374391726804,-5.3501691262102185,0.803113776155464,0,False
null_superset_no_audit,250,93,26.881720430107524,21.82374391726804,-5.057976512839485,0.8118432737223711,0,False
null_superset_no_audit,250,94,26.595744680851062,21.82374391726804,-4.772000763583023,0.8205727712892783,0,False
null_superset_no_audit,250,95,26.31578947368421,21.82374391726804,-4.492045556416169,0.8293022688561855,0,False
null_superset_no_audit,250,96,26.041666666666664,21.82374391726804,-4.217922749398625,0.8380317664230927,0,False
null_superset_no_audit,250,97,25.773195876288657,21.82374391726804,-3.9494519590206174,0.84676126399,0,False
null_superset_no_audit,250,98,25.51020408163265,21.82374391726804,-3.686460164364611,0.8554907615569072,0,False
null_superset_no_audit,250,99,25.252525252525253,21.82374391726804,-3.428781335257213,0.8642202591238144,0,False
null_superset_no_audit,250,100,25.0,21.82374391726804,-3.1762560827319604,0.8729497566907216,0,False
null_superset_no_audit,250,101,24.75247524752475,21.82374391726804,-2.92873133025671,0.8816792542576289,0,False
null_superset_no_audit,250,102,24.509803921568626,21.82374391726804,-2.686060004300586,0.8904087518245362,0,False
null_superset_no_audit,250,103,24.271844660194173,21.82374391726804,-2.448100742926133,0.8991382493914433,0,False
null_superset_no_audit,250,104,24.038461538461537,21.82374391726804,-2.214717621193497,0.9078677469583505,0,False
null_superset_no_audit,250,105,23.80952380952381,21.82374391726804,-1.9857798922557706,0.9165972445252577,0,False
null_superset_no_audit,250,106,23.584905660377355,21.82374391726804,-1.7611617431093158,0.9253267420921649,0,False
null_superset_no_audit,250,107,23.36448598130841,12.284665068442372,-11.079820912866037,0.5257836649293336,0,False
null_superset_no_audit,250,108,23.148148148148145,12.284665068442372,-10.863483079705773,0.5306975309567105,0,False
null_superset_no_audit,250,109,22.93577981651376,12.284665068442372,-10.65111474807139,0.5356113969840874,0,False
null_superset_no_audit,250,110,22.727272727272727,12.284665068442372,-10.442607658830354,0.5405252630114644,0,False
null_superset_no_audit,250,111,22.522522522522518,12.284665068442372,-10.237857454080146,0.5454391290388414,0,False
null_superset_no_audit,250,112,22.32142857142857,12.284665068442372,-10.036763502986197,0.5503529950662184,0,False
null_superset_no_audit,250,113,22.123893805309734,12.284665068442372,-9.839228736867362,0.5552668610935952,0,False
null_superset_no_audit,250,114,21.929824561403507,12.284665068442372,-9.645159492961135,0.5601807271209721,0,False
null_superset_no_audit,250,115,21.73913043478261,12.284665068442372,-9.454465366340237,0.5650945931483491,106,False
null_superset_no_audit,250,116,21.551724137931032,12.284665068442372,-9.26705906948866,0.5700084591757261,106,False
null_superset_no_audit,250,117,21.367521367521366,12.284665068442372,-9.082856299078994,0.574922325203103,106,False
null_superset_no_audit,250,118,21.1864406779661,12.284665068442372,-8.901775609523728,0.57983619123048,106,False
null_superset_no_audit,250,119,21.008403361344538,12.284665068442372,-8.723738292902166,0.584750057257857,106,False
null_superset_no_audit,250,120,20.833333333333332,12.284665068442372,-8.54866826489096,0.5896639232852339,106,False
null_superset_no_audit,250,121,20.661157024793386,12.284665068442372,-8.376491956351014,0.5945777893126108,106,False
null_superset_no_audit,250,122,20.491803278688522,12.284665068442372,-8.20713821024615,0.5994916553399878,106,False
null_superset_no_audit,250,123,20.32520325203252,12.284665068442372,-8.040538183590147,0.6044055213673647,106,False
null_superset_no_audit,250,124,20.161290322580644,12.284665068442372,-7.876625254138272,0.6093193873947417,106,False
null_superset_no_audit,250,125,20.0,12.284665068442372,-7.715334931557628,0.6142332534221187,106,False
null_superset_no_audit,250,126,19.84126984126984,12.284665068442372,-7.556604772827466,0.6191471194494956,106,False
null_superset_no_audit,250,127,19.685039370078737,8.77761657244452,-10.907422797634217,0.44590292188018166,106,False
null_superset_no_audit,250,128,19.53125,8.77761657244452,-10.75363342755548,0.4494139685091595,106,False
null_superset_no_audit,250,129,19.37984496124031,8.77761657244452,-10.602228388795789,0.45292501513813727,106,False
null_superset_no_audit,250,130,19.23076923076923,8.77761657244452,-10.45315265832471,0.45643606176711504,106,False
null_superset_no_audit,250,131,19.083969465648853,8.77761657244452,-10.306352893204332,0.45994710839609293,106,False
null_superset_no_audit,250,132,18.939393939393938,8.77761657244452,-10.161777366949417,0.4634581550250707,106,False
null_superset_no_audit,250,133,18.796992481203006,8.77761657244452,-10.019375908758485,0.4669692016540485,106,False
null_superset_no_audit,250,134,18.65671641791045,8.77761657244452,-9.879099845465928,0.4704802482830263,106,False
null_superset_no_audit,250,135,18.51851851851852,8.77761657244452,-9.740901946073999,0.4739912949120041,106,False
null_superset_no_audit,250,136,18.382352941176467,8.77761657244452,-9.604736368731947,0.4775023415409819,106,False
null_superset_no_audit,250,137,18.24817518248175,8.77761657244452,-9.470558610037228,0.48101338816995975,106,False
null_superset_no_audit,250,138,18.115942028985508,8.77761657244452,-9.338325456540987,0.48452443479893753,106,False
null_superset_no_audit,250,139,17.985611510791365,8.77761657244452,-9.207994938346845,0.4880354814279153,106,False
null_superset_no_audit,250,140,17.857142857142858,8.77761657244452,-9.079526284698337,0.49154652805689314,106,False
null_superset_no_audit,250,141,17.730496453900706,8.77761657244452,-8.952879881456186,0.49505757468587097,106,False
null_superset_no_audit,250,142,17.6056338028169,8.77761657244452,-8.82801723037238,0.49856862131484875,106,False
null_superset_no_audit,250,143,17.482517482517483,8.77761657244452,-8.704900910072963,0.5020796679438265,106,False
null_superset_no_audit,250,144,17.36111111111111,8.77761657244452,-8.58349453866659,0.5055907145728044,106,False
null_superset_no_audit,250,145,17.24137931034483,8.77761657244452,-8.463762737900309,0.5091017612017822,106,False
null_superset_no_audit,250,146,17.123287671232877,8.77761657244452,-8.345671098788356,0.51261280783076,106,False
null_superset_no_audit,250,147,17.006802721088434,8.77761657244452,-8.229186148643914,0.5161238544597379,106,False
null_superset_no_audit,250,148,16.89189189189189,8.77761657244452,-8.114275319447371,0.5196349010887157,106,False
null_superset_no_audit,250,149,16.778523489932887,8.77761657244452,-8.000906917488367,0.5231459477176934,106,False
null_superset_no_audit,250,150,16.666666666666668,8.77761657244452,-7.8890500942221475,0.5266569943466712,106,False
null_superset_no_audit,250,151,16.556291390728475,8.77761657244452,-7.778674818283955,0.5301680409756491,106,False
