method,candidate_budget_M,k,tau_k,e_at_k,margin_k,mass_ratio_k,num_above_tau,unconstrained_feasible
null_superset_no_audit,50,1,500.0,21.82374391726804,-478.176256082732,0.043647487834536085,0,False
null_superset_no_audit,50,2,250.0,21.82374391726804,-228.17625608273195,0.08729497566907217,0,False
null_superset_no_audit,50,3,166.66666666666663,21.82374391726804,-144.84292274939858,0.13094246350360825,0,False
null_superset_no_audit,50,4,125.0,21.82374391726804,-103.17625608273195,0.17458995133814434,0,False
null_superset_no_audit,50,5,100.0,21.82374391726804,-78.17625608273195,0.2182374391726804,0,False
null_superset_no_audit,50,6,83.33333333333331,21.82374391726804,-61.509589416065275,0.2618849270072165,0,False
null_superset_no_audit,50,7,71.42857142857142,21.82374391726804,-49.60482751130338,0.3055324148417526,0,False
null_superset_no_audit,50,8,62.5,21.82374391726804,-40.67625608273196,0.3491799026762887,0,False
null_superset_no_audit,50,9,55.55555555555556,21.82374391726804,-33.73181163828752,0.3928273905108247,0,False
null_superset_no_audit,50,10,50.0,21.82374391726804,-28.17625608273196,0.4364748783453608,0,False
null_superset_no_audit,50,11,45.45454545454545,21.82374391726804,-23.630801537277414,0.48012236617989695,0,False
null_superset_no_audit,50,12,41.66666666666666,21.82374391726804,-19.842922749398618,0.523769854014433,0,False
null_superset_no_audit,50,13,38.46153846153846,21.82374391726804,-16.63779454427042,0.5674173418489691,0,False
null_superset_no_audit,50,14,35.71428571428571,21.82374391726804,-13.890541797017669,0.6110648296835052,0,False
null_superset_no_audit,50,15,33.333333333333336,21.82374391726804,-11.509589416065296,0.6547123175180412,0,False
null_superset_no_audit,50,16,31.25,21.82374391726804,-9.42625608273196,0.6983598053525774,0,False
null_superset_no_audit,50,17,29.41176470588235,21.82374391726804,-7.588020788614312,0.7420072931871133,0,False
null_superset_no_audit,50,18,27.77777777777778,21.82374391726804,-5.954033860509739,0.7856547810216494,0,False
null_superset_no_audit,50,19,26.31578947368421,21.82374391726804,-4.492045556416169,0.8293022688561855,0,False
null_superset_no_audit,50,20,25.0,21.82374391726804,-3.1762560827319604,0.8729497566907216,0,False
null_superset_no_audit,50,21,23.80952380952381,21.82374391726804,-1.9857798922557706,0.9165972445252577,0,False
null_superset_no_audit,50,22,22.727272727272727,21.82374391726804,-0.903528810004687,0.9602447323597939,0,False
null_superset_no_audit,50,23,21.739130434782606,21.82374391726804,0.08461348248543388,1.0038922201943299,50,True
null_superset_no_audit,50,24,20.83333333333333,21.82374391726804,0.990410583934711,1.047539708028866,50,True
null_superset_no_audit,50,25,20.0,21.82374391726804,1.8237439172680396,1.091187195863402,50,True
null_superset_no_audit,50,26,19.23076923076923,21.82374391726804,2.5929746864988097,1.1348346836979382,50,True
null_superset_no_audit,50,27,18.51851851851852,21.82374391726804,3.3052253987495206,1.1784821715324743,50,True
null_superset_no_audit,50,28,17.857142857142854,21.82374391726804,3.9666010601251855,1.2221296593670103,50,True
null_superset_no_audit,50,29,17.241379310344826,21.82374391726804,4.582364606923214,1.2657771472015464,50,True
null_superset_no_audit,50,30,16.666666666666668,21.82374391726804,5.157077250601372,1.3094246350360823,50,True
null_superset_no_audit,50,31,16.129032258064516,21.82374391726804,5.694711659203524,1.3530721228706184,50,True
null_superset_no_audit,50,32,15.625,21.82374391726804,6.19874391726804,1.3967196107051547,50,True
null_superset_no_audit,50,33,15.15151515151515,21.82374391726804,6.672228765752889,1.4403670985396908,50,True
null_superset_no_audit,50,34,14.705882352941176,21.82374391726804,7.117861564326864,1.4840145863742267,50,True
null_superset_no_audit,50,35,14.285714285714286,21.82374391726804,7.538029631553753,1.5276620742087628,50,True
null_superset_no_audit,50,36,13.88888888888889,21.82374391726804,7.93485502837915,1.5713095620432989,50,True
null_superset_no_audit,50,37,13.513513513513512,21.82374391726804,8.310230403754527,1.6149570498778352,50,True
null_superset_no_audit,50,38,13.157894736842104,21.82374391726804,8.665849180425935,1.658604537712371,50,True
null_superset_no_audit,50,39,12.82051282051282,21.82374391726804,9.00323109675522,1.7022520255469074,50,True
null_superset_no_audit,50,40,12.5,21.82374391726804,9.32374391726804,1.7458995133814432,50,True
null_superset_no_audit,50,41,12.19512195121951,21.82374391726804,9.628621966048529,1.7895470012159793,50,True
null_superset_no_audit,50,42,11.904761904761905,21.82374391726804,9.918982012506135,1.8331944890505154,50,True
null_superset_no_audit,50,43,11.627906976744187,21.82374391726804,10.195836940523852,1.8768419768850513,50,True
null_superset_no_audit,50,44,11.363636363636363,21.82374391726804,10.460107553631676,1.9204894647195878,50,True
null_superset_no_audit,50,45,11.11111111111111,21.82374391726804,10.712632806156929,1.9641369525541237,50,True
null_superset_no_audit,50,46,10.869565217391303,21.82374391726804,10.954178699876737,2.0077844403886598,50,True
null_superset_no_audit,50,47,10.638297872340425,21.82374391726804,11.185446044927614,2.0514319282231956,50,True
null_superset_no_audit,50,48,10.416666666666664,21.82374391726804,11.407077250601375,2.095079416057732,50,True
null_superset_no_audit,50,49,10.204081632653061,21.82374391726804,11.619662284614979,2.138726903892268,50,True
null_superset_no_audit,50,50,10.0,21.82374391726804,11.82374391726804,2.182374391726804,50,True
parc_track_gamma_tuned_uniform_scs,50,1,500.0,21.2489479459056,-478.75105205409443,0.042497895891811195,0,False
parc_track_gamma_tuned_uniform_scs,50,2,250.0,21.2489479459056,-228.7510520540944,0.08499579178362239,0,False
parc_track_gamma_tuned_uniform_scs,50,3,166.66666666666663,21.2489479459056,-145.41771872076103,0.12749368767543362,0,False
parc_track_gamma_tuned_uniform_scs,50,4,125.0,21.2489479459056,-103.7510520540944,0.16999158356724478,0,False
parc_track_gamma_tuned_uniform_scs,50,5,100.0,21.2489479459056,-78.7510520540944,0.212489479459056,0,False
parc_track_gamma_tuned_uniform_scs,50,6,83.33333333333331,21.2489479459056,-62.084385387427716,0.25498737535086724,0,False
parc_track_gamma_tuned_uniform_scs,50,7,71.42857142857142,21.2489479459056,-50.17962348266582,0.29748527124267843,0,False
parc_track_gamma_tuned_uniform_scs,50,8,62.5,21.2489479459056,-41.2510520540944,0.33998316713448956,0,False
parc_track_gamma_tuned_uniform_scs,50,9,55.55555555555556,21.2489479459056,-34.30660760964996,0.38248106302630075,0,False
parc_track_gamma_tuned_uniform_scs,50,10,50.0,21.2489479459056,-28.7510520540944,0.424978958918112,0,False
parc_track_gamma_tuned_uniform_scs,50,11,45.45454545454545,21.2489479459056,-24.205597508639855,0.46747685480992324,0,False
parc_track_gamma_tuned_uniform_scs,50,12,41.66666666666666,21.2489479459056,-20.41771872076106,0.5099747507017345,0,False
parc_track_gamma_tuned_uniform_scs,50,13,38.46153846153846,21.2489479459056,-17.21259051563286,0.5524726465935456,0,False
parc_track_gamma_tuned_uniform_scs,50,14,35.71428571428571,21.2489479459056,-14.46533776838011,0.5949705424853569,0,False
parc_track_gamma_tuned_uniform_scs,50,15,33.333333333333336,21.2489479459056,-12.084385387427737,0.6374684383771679,0,False
parc_track_gamma_tuned_uniform_scs,50,16,31.25,21.2489479459056,-10.001052054094401,0.6799663342689791,0,False
parc_track_gamma_tuned_uniform_scs,50,17,29.41176470588235,21.2489479459056,-8.162816759976753,0.7224642301607905,0,False
parc_track_gamma_tuned_uniform_scs,50,18,27.77777777777778,21.2489479459056,-6.52882983187218,0.7649621260526015,0,False
parc_track_gamma_tuned_uniform_scs,50,19,26.31578947368421,21.2489479459056,-5.06684152777861,0.8074600219444128,0,False
parc_track_gamma_tuned_uniform_scs,50,20,25.0,21.2489479459056,-3.7510520540944015,0.849957917836224,0,False
parc_track_gamma_tuned_uniform_scs,50,21,23.80952380952381,21.2489479459056,-2.5605758636182117,0.8924558137280352,0,False
parc_track_gamma_tuned_uniform_scs,50,22,22.727272727272727,21.2489479459056,-1.478324781367128,0.9349537096198465,0,False
parc_track_gamma_tuned_uniform_scs,50,23,21.739130434782606,21.2489479459056,-0.4901824888770072,0.9774516055116577,0,False
