method,candidate_budget_M,k,tau_k,e_at_k,margin_k,mass_ratio_k,num_above_tau,unconstrained_feasible
null_superset_no_audit,200,1,2000.0,21.82374391726804,-1978.176256082732,0.010911871958634021,0,False
null_superset_no_audit,200,2,1000.0,21.82374391726804,-978.1762560827319,0.021823743917268042,0,False
null_superset_no_audit,200,3,666.6666666666665,21.82374391726804,-644.8429227493984,0.03273561587590206,0,False
null_superset_no_audit,200,4,500.0,21.82374391726804,-478.176256082732,0.043647487834536085,0,False
null_superset_no_audit,200,5,400.0,21.82374391726804,-378.176256082732,0.0545593597931701,0,False
null_superset_no_audit,200,6,333.33333333333326,21.82374391726804,-311.50958941606524,0.06547123175180412,0,False
null_superset_no_audit,200,7,285.71428571428567,21.82374391726804,-263.89054179701765,0.07638310371043815,0,False
null_superset_no_audit,200,8,250.0,21.82374391726804,-228.17625608273195,0.08729497566907217,0,False
null_superset_no_audit,200,9,222.22222222222223,21.82374391726804,-200.39847830495418,0.09820684762770618,0,False
null_superset_no_audit,200,10,200.0,21.82374391726804,-178.17625608273195,0.1091187195863402,0,False
null_superset_no_audit,200,11,181.8181818181818,21.82374391726804,-159.99443790091377,0.12003059154497424,0,False
null_superset_no_audit,200,12,166.66666666666663,21.82374391726804,-144.84292274939858,0.13094246350360825,0,False
null_superset_no_audit,200,13,153.84615384615384,21.82374391726804,-132.0224099288858,0.14185433546224227,0,False
null_superset_no_audit,200,14,142.85714285714283,21.82374391726804,-121.03339893987479,0.1527662074208763,0,False
null_superset_no_audit,200,15,133.33333333333334,21.82374391726804,-111.5095894160653,0.1636780793795103,0,False
null_superset_no_audit,200,16,125.0,21.82374391726804,-103.17625608273195,0.17458995133814434,0,False
null_superset_no_audit,200,17,117.6470588235294,21.82374391726804,-95.82331490626137,0.18550182329677833,0,False
null_superset_no_audit,200,18,111.11111111111111,21.82374391726804,-89.28736719384307,0.19641369525541236,0,False
null_superset_no_audit,200,19,105.26315789473684,21.82374391726804,-83.4394139774688,0.20732556721404638,0,False
null_superset_no_audit,200,20,100.0,21.82374391726804,-78.17625608273195,0.2182374391726804,0,False
null_superset_no_audit,200,21,95.23809523809524,21.82374391726804,-73.4143513208272,0.22914931113131443,0,False
null_superset_no_audit,200,22,90.9090909090909,21.82374391726804,-69.08534699182286,0.24006118308994848,0,False
null_superset_no_audit,200,23,86.95652173913042,21.82374391726804,-65.13277782186239,0.25097305504858247,0,False
null_superset_no_audit,200,24,83.33333333333331,21.82374391726804,-61.509589416065275,0.2618849270072165,0,False
null_superset_no_audit,200,25,80.0,21.82374391726804,-58.17625608273196,0.2727967989658505,0,False
null_superset_no_audit,200,26,76.92307692307692,21.82374391726804,-55.09933300580888,0.28370867092448454,0,False
null_superset_no_audit,200,27,74.07407407407408,21.82374391726804,-52.25033015680604,0.29462054288311856,0,False
null_superset_no_audit,200,28,71.42857142857142,21.82374391726804,-49.60482751130338,0.3055324148417526,0,False
null_superset_no_audit,200,29,68.9655172413793,21.82374391726804,-47.14177332411126,0.3164442868003866,0,False
null_superset_no_audit,200,30,66.66666666666667,21.82374391726804,-44.84292274939863,0.3273561587590206,0,False
null_superset_no_audit,200,31,64.51612903225806,21.82374391726804,-42.692385114990024,0.3382680307176546,0,False
null_superset_no_audit,200,32,62.5,21.82374391726804,-40.67625608273196,0.3491799026762887,0,False
null_superset_no_audit,200,33,60.6060606060606,21.82374391726804,-38.78231668879256,0.3600917746349227,0,False
null_superset_no_audit,200,34,58.8235294117647,21.82374391726804,-36.99978549449666,0.37100364659355667,0,False
null_superset_no_audit,200,35,57.142857142857146,21.82374391726804,-35.319113225589106,0.3819155185521907,0,False
null_superset_no_audit,200,36,55.55555555555556,21.82374391726804,-33.73181163828752,0.3928273905108247,0,False
null_superset_no_audit,200,37,54.05405405405405,21.82374391726804,-32.23031013678601,0.4037392624694588,0,False
null_superset_no_audit,200,38,52.63157894736842,21.82374391726804,-30.807835030100378,0.41465113442809276,0,False
null_superset_no_audit,200,39,51.28205128205128,21.82374391726804,-29.458307364783238,0.42556300638672684,0,False
null_superset_no_audit,200,40,50.0,21.82374391726804,-28.17625608273196,0.4364748783453608,0,False
null_superset_no_audit,200,41,48.78048780487804,21.82374391726804,-26.956743887610003,0.44738675030399483,0,False
null_superset_no_audit,200,42,47.61904761904762,21.82374391726804,-25.79530370177958,0.45829862226262885,0,False
null_superset_no_audit,200,43,46.51162790697675,21.82374391726804,-24.68788398970871,0.4692104942212628,0,False
null_superset_no_audit,200,44,45.45454545454545,21.82374391726804,-23.630801537277414,0.48012236617989695,0,False
null_superset_no_audit,200,45,44.44444444444444,21.82374391726804,-22.620700527176403,0.4910342381385309,0,False
null_superset_no_audit,200,46,43.47826086956521,21.82374391726804,-21.654516952297172,0.5019461100971649,0,False
null_superset_no_audit,200,47,42.5531914893617,21.82374391726804,-20.72944757209366,0.5128579820557989,0,False
null_superset_no_audit,200,48,41.66666666666666,21.82374391726804,-19.842922749398618,0.523769854014433,0,False
null_superset_no_audit,200,49,40.816326530612244,21.82374391726804,-18.992582613344204,0.534681725973067,0,False
null_superset_no_audit,200,50,40.0,21.82374391726804,-18.17625608273196,0.545593597931701,0,False
null_superset_no_audit,200,51,39.2156862745098,21.82374391726804,-17.39194235724176,0.5565054698903351,0,False
null_superset_no_audit,200,52,38.46153846153846,21.82374391726804,-16.63779454427042,0.5674173418489691,0,False
