method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.5,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,13.313526955694433,12.165525060596439,5.0,True,12.165525060596439,8.958006251407944,75,75,0,75,75,0,0,0,0,0,3,3,0,0,0.0,0.0,0.0,0.0,1.0,0,2753,5.0,1.0827625302982193,75,5.0,1.0827625302982193,6.082762530298219,8.958006251407944,12.165525060596439,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.5,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,13.313526955694433,12.165525060596439,5.0,True,12.165525060596439,8.18644385967496,100,100,0,97,96,1,1,0,0,0,4,4,0,0,0.010309278350515464,0.0,0.0,0.0,0.97,0,2753,5.154639175257731,0.28594902823644563,94,5.319148936170213,0.7636135941280067,5.440588203494177,8.286028057131388,12.165525060596439,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.5,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,13.313526955694433,12.165525060596439,5.0,True,12.165525060596439,7.542466049456723,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2753,,,125,5.0,-0.033445191416220155,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.5,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,13.313526955694433,12.165525060596439,5.0,True,12.165525060596439,6.997518763885249,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2753,,,127,5.905511811023621,-0.9389570024398415,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.5,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,13.313526955694433,12.165525060596439,5.0,True,12.165525060596439,6.524948623012104,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2753,,,175,5.0,-1.3319561814850882,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.5,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,13.313526955694433,12.165525060596439,5.0,True,12.165525060596439,6.1678355224499555,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2753,,,200,5.0,-1.3319561814850882,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.5,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,13.313526955694433,12.165525060596439,5.0,True,12.165525060596439,5.594671843717537,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2753,,,247,5.06072874493927,-1.8093554087275443,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.1566537104442394,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,39.72122294384446,34.11677023775056,5.0,True,34.11677023775056,21.51894043304608,75,75,0,75,75,0,0,0,0,0,3,3,0,0,0.0,0.0,0.0,0.0,1.0,0,2753,5.0,5.597974029345567,31,12.096774193548386,22.019996044202173,10.597974029345567,21.51894043304608,34.11677023775056,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.1566537104442394,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,39.72122294384446,34.11677023775056,5.0,True,34.11677023775056,18.642079582383204,100,100,0,100,98,2,1,1,0,0,5,4,1,0,0.02,0.2,0.01,0.01,1.0,0,2753,5.0,2.528647110549392,31,16.129032258064516,17.98773797968604,7.528647110549392,18.642079582383204,34.11677023775056,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.1566537104442394,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,39.72122294384446,34.11677023775056,5.0,True,34.11677023775056,16.419393088016445,125,125,0,125,121,4,1,1,0,2,5,4,1,0,0.032,0.2,0.008130081300813009,0.024,1.0,0,2753,5.0,2.528647110549392,31,20.161290322580644,13.955479915169914,7.528647110549392,16.419393088016445,34.11677023775056,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.1566537104442394,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,39.72122294384446,34.11677023775056,5.0,True,34.11677023775056,14.659577593529882,150,150,0,147,142,5,1,1,0,3,5,4,1,0,0.034013605442176874,0.2,0.006944444444444444,0.027210884353741496,0.98,0,2753,5.1020408163265305,0.2462009474517659,31,24.193548387096772,9.923221850653785,5.348241763778296,14.858884833060857,34.11677023775056,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.1566537104442394,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,39.72122294384446,34.11677023775056,5.0,True,34.11677023775056,13.216913725256381,175,175,0,133,128,5,1,1,0,3,5,4,1,0,0.03759398496240601,0.2,0.007692307692307693,0.03007518796992481,0.76,0,2753,6.578947368421052,0.031907368745446085,31,28.225806451612904,5.890963786137654,6.610854737166498,15.843207207865813,34.11677023775056,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.1566537104442394,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,39.72122294384446,34.11677023775056,5.0,True,34.11677023775056,12.129246636422337,200,200,0,31,31,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.155,0,2753,32.25806451612903,1.8587057216215257,31,32.25806451612903,1.8587057216215257,34.11677023775056,34.11677023775056,34.11677023775056,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,708,591,117,591,591,591,117,0,0.1566537104442394,0.1566537104442394,0.001410437235543,0.0016891891891891893,0.0016891891891891893,39.72122294384446,34.11677023775056,5.0,True,34.11677023775056,10.460768980910427,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2753,,,247,5.06072874493927,-1.3761733991143976,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
