regime,replicate,feature_set,fold,n_test,positive_rate_test,roc_auc,average_precision,brier,train_systems,test_systems,group_split,evidence_scope
candidate_driven,3,negative_control_noise,3,253,0.38735177865612647,0.5078341013824885,0.38439774295540474,0.2499362635673611,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
candidate_driven,3,negative_control_noise,4,252,0.32936507936507936,0.46795465887217513,0.32931380800251764,0.2501953869496156,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
candidate_driven,4,candidate_margin_rank,0,254,0.3425196850393701,0.8754903985133182,0.8174776399389042,0.14006773152617327,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
candidate_driven,4,candidate_margin_rank,1,253,0.3359683794466403,0.865546218487395,0.7650560332133388,0.1510519584270458,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
candidate_driven,4,candidate_margin_rank,2,253,0.28063241106719367,0.8634886240520043,0.7324202101284517,0.14826825247661382,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
candidate_driven,4,candidate_margin_rank,3,253,0.3675889328063241,0.8776881720430108,0.8141456336234698,0.14877806781483668,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
candidate_driven,4,candidate_margin_rank,4,253,0.3241106719367589,0.8563685636856369,0.7792836928393883,0.15370972085147835,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
candidate_driven,4,system_landscape_activity,0,254,0.3425196850393701,0.43423497831922364,0.2993677962367177,0.25436776584386483,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
candidate_driven,4,system_landscape_activity,1,253,0.3359683794466403,0.41358543417366955,0.30682745457469557,0.2531657664859882,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
candidate_driven,4,system_landscape_activity,2,253,0.28063241106719367,0.4531419284940411,0.25119836862760886,0.24882718165747147,144,36,GroupKFold_by_system_id,controlled_evolving_reference_generality_simulation;pre_update_features_only;synthetic_mechanism_demonstration_not_external_domain;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery
