method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.5,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,15.676415406590976,12.96148139681572,20.0,True,12.96148139681572,10.07627059156865,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,100.0,20.0,-10.83484861008832,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.5,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,15.676415406590976,12.96148139681572,20.0,True,12.96148139681572,9.894046751237257,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,125.0,20.0,-10.83484861008832,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.5,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,15.676415406590976,12.96148139681572,20.0,True,12.96148139681572,9.750139702798142,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,148.0,20.27027027027027,-11.10511888035859,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.5,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,15.676415406590976,12.96148139681572,20.0,True,12.96148139681572,9.426307570048104,175,175.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,175.0,20.0,-12.516685226452118,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.5,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,15.676415406590976,12.96148139681572,20.0,True,12.96148139681572,9.183433470485577,200,200.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,200.0,20.0,-12.516685226452118,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.5,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,15.676415406590976,12.96148139681572,20.0,True,12.96148139681572,8.67440822428032,250,250.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,250.0,20.0,-14.203449301524223,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.1536037354732135,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,26.51274157421496,75,75.0,0.0,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,2266.0,20.0,1.1196105130851528,75.0,20.0,1.1196105130851528,21.119610513085156,26.51274157421496,37.97314507911579,,,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.1536037354732135,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,25.164458808932505,100,100.0,0.0,100,99,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.01,0.0,0.0,0.01,1.0,0.0,2266.0,20.0,1.1196105130851528,100.0,20.0,1.1196105130851528,21.119610513085156,25.164458808932505,37.97314507911579,,,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.1536037354732135,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,24.355489149763034,125,125.0,0.0,125,122,3,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.024,0.0,0.0,0.016,1.0,0.0,2266.0,20.0,1.1196105130851528,125.0,20.0,1.1196105130851528,21.119610513085156,24.355489149763034,37.97314507911579,,,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.1536037354732135,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,23.734374875954572,150,150.0,0.0,148,144,4,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0202702702702702,0.9866666666666668,0.0,2266.0,20.27027027027027,0.8493402428148826,148.0,20.27027027027027,0.8493402428148826,21.119610513085156,23.85261611838742,37.97314507911579,,,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.1536037354732135,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,22.48439602737882,175,175.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,148.0,23.64864864864865,-2.5290381355634963,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.1536037354732135,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,21.54691189094701,200,200.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,200.0,20.0,-5.0154770640757,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.1536037354732135,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,19.695331088164146,250,250.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,214.0,23.36448598130841,-8.379963045384109,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,25.983208603171853,75,75.0,0.0,75,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,77.0,2191.0,20.0,0.7015456567006595,75.0,20.0,0.7015456567006595,20.70154565670066,25.983208603171853,37.20674236442314,,,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,24.662792866554057,100,100.0,0.0,100,99,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.01,0.0,0.0,0.01,1.0,77.0,2191.0,20.0,0.7015456567006595,100.0,20.0,0.7015456567006595,20.70154565670066,24.662792866554057,37.20674236442314,,,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,23.87054342458337,125,125.0,0.0,125,122,3,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.024,0.0,0.0,0.016,1.0,77.0,2191.0,20.0,0.7015456567006595,125.0,20.0,0.7015456567006595,20.70154565670066,23.87054342458337,37.20674236442314,,,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,23.262240544677287,150,150.0,0.0,148,144,4,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0202702702702702,0.9866666666666668,77.0,2191.0,20.27027027027027,0.4312753864303893,148.0,20.27027027027027,0.4312753864303893,20.70154565670066,23.37806404173674,37.20674236442314,,,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,22.03782071862021,175,175.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,77.0,2191.0,,,148.0,23.64864864864865,-2.9471029919479896,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,21.119505849077413,200,200.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,77.0,2191.0,,,200.0,20.0,-5.308698237722201,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,19.30561561244651,250,250.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,77.0,2191.0,,,214.0,23.36448598130841,-8.67318421903061,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
confidence_threshold,,,0.05,,,,,,,,,,,,,,,,,,,,,75,,,75,75,0,,,,,,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0002299100160598755,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,75,,,75,75,0,,,,,,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015051942318677902,tracklet_level_p_bh
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.000345020554959774,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,75,,,75,75,0,,,,,,,,,0.0,,,1.0,1.0,,,20.0,0.7015456567006595,,,,,,,,,1,diagnostic_baseline,0.00013396143913269043,block_evalue_post_filter
greedy_score_no_risk,,,0.05,,,,,,,,,,,,,,,,,,,,,75,,,75,75,0,,,,,,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00014446023851633072,top_m_by_score_no_risk_control
confidence_threshold,,,0.05,,,,,,,,,,,,,,,,,,,,,100,,,100,99,1,,,,,,,,,0.01,0.0,,0.99,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00014835037291049957,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,100,,,100,99,1,,,,,,,,,0.01,0.0,,0.99,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015566032379865646,tracklet_level_p_bh
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,100,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.0003524506464600563,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,100,,,100,99,1,,,,,,,,,0.01,0.0,,0.99,1.0,,,20.0,0.7015456567006595,,,,,,,,,1,diagnostic_baseline,0.00013984926044940948,block_evalue_post_filter
greedy_score_no_risk,,,0.05,,,,,,,,,,,,,,,,,,,,,100,,,100,99,1,,,,,,,,,0.01,0.0,,0.99,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001539299264550209,top_m_by_score_no_risk_control
confidence_threshold,,,0.05,,,,,,,,,,,,,,,,,,,,,125,,,125,122,3,,,,,,,,,0.024,0.0,,0.984,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015049055218696594,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,125,,,125,122,3,,,,,,,,,0.024,0.0,,0.984,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015129055827856064,tracklet_level_p_bh
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,125,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.00034153927117586136,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,125,,,125,122,3,,,,,,,,,0.024,0.0,,0.984,1.0,,,20.0,0.7015456567006595,,,,,,,,,1,diagnostic_baseline,0.00013798940926790237,block_evalue_post_filter
greedy_score_no_risk,,,0.05,,,,,,,,,,,,,,,,,,,,,125,,,125,122,3,,,,,,,,,0.024,0.0,,0.984,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015825964510440826,top_m_by_score_no_risk_control
confidence_threshold,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,150,146,4,,,,,,,,,0.02666666666666667,0.0,,0.9866666666666667,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015702936798334122,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,150,146,4,,,,,,,,,0.02666666666666667,0.0,,0.9866666666666667,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015641003847122192,tracklet_level_p_bh
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.00033846963196992874,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,148,144,4,,,,,,,,,0.02702702702702703,0.0,,0.9864864864864865,0.9866666666666667,,,20.27027027027027,0.4312753864303893,,,,,,,,,1,diagnostic_baseline,0.00046344008296728134,block_evalue_post_filter
greedy_score_no_risk,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,150,146,4,,,,,,,,,0.02666666666666667,0.0,,0.9866666666666667,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015788059681653976,top_m_by_score_no_risk_control
confidence_threshold,,,0.05,,,,,,,,,,,,,,,,,,,,,175,,,175,171,4,,,,,,,,,0.022857142857142857,0.0,,0.9885714285714285,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015802960842847824,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,175,,,175,171,4,,,,,,,,,0.022857142857142857,0.0,,0.9885714285714285,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00019400008022785187,tracklet_level_p_bh
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,175,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.0003450196236371994,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,175,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.00030990131199359894,block_evalue_post_filter
greedy_score_no_risk,,,0.05,,,,,,,,,,,,,,,,,,,,,175,,,175,171,4,,,,,,,,,0.022857142857142857,0.0,,0.9885714285714285,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001449892297387123,top_m_by_score_no_risk_control
confidence_threshold,,,0.05,,,,,,,,,,,,,,,,,,,,,200,,,200,196,4,,,,,,,,,0.02,0.0,,0.99,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00016252044588327408,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,200,,,200,196,4,,,,,,,,,0.02,0.0,,0.99,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001632804051041603,tracklet_level_p_bh
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,200,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.0003407401964068413,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,200,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.0003086291253566742,block_evalue_post_filter
greedy_score_no_risk,,,0.05,,,,,,,,,,,,,,,,,,,,,200,,,200,196,4,,,,,,,,,0.02,0.0,,0.99,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00014801975339651108,top_m_by_score_no_risk_control
confidence_threshold,,,0.05,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00016721989959478378,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001706210896372795,tracklet_level_p_bh
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,250,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.00034193042665719986,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,250,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.0003106212243437767,block_evalue_post_filter
greedy_score_no_risk,,,0.05,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00015097949653863907,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.5,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,15.676415406590976,12.980754985747168,20.0,True,12.980754985747168,12.980754985747168,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2437.0,,,75.0,20.0,-7.019245014252832,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.5,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,15.676415406590976,12.980754985747168,20.0,True,12.980754985747168,12.980754985747168,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2437.0,,,100.0,20.0,-7.019245014252832,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.5,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,15.676415406590976,12.980754985747168,20.0,True,12.980754985747168,12.70701277779806,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2437.0,,,116.0,21.551724137931032,-8.570969152183864,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.5,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,15.676415406590976,12.980754985747168,20.0,True,12.980754985747168,12.118973960722204,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2437.0,,,150.0,20.0,-10.82122012465709,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.5,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,15.676415406590976,12.980754985747168,20.0,True,12.980754985747168,11.41835078572514,175,175.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2437.0,,,175.0,20.0,-13.509622507126416,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.5,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,15.676415406590976,12.980754985747168,20.0,True,12.980754985747168,10.802354124118697,200,200.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2437.0,,,200.0,20.0,-13.509622507126416,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.5,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,15.676415406590976,12.980754985747168,20.0,True,12.980754985747168,9.86869722999674,250,250.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2437.0,,,250.0,20.0,-14.194829890520005,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,52.396156165607664,38.068782942910914,20.0,True,38.068782942910914,38.068782942910914,75,75.0,0.0,75,74,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,1.0,0.0,2437.0,20.0,18.068782942910914,75.0,20.0,18.068782942910914,38.068782942910914,38.068782942910914,38.068782942910914,,,2,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,52.396156165607664,38.068782942910914,20.0,True,38.068782942910914,38.068782942910914,100,100.0,0.0,100,98,2,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,2437.0,20.0,18.068782942910914,100.0,20.0,18.068782942910914,38.068782942910914,38.068782942910914,38.068782942910914,,,2,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,52.396156165607664,38.068782942910914,20.0,True,38.068782942910914,36.85219823557579,125,125.0,0.0,125,122,3,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.024,0.0,0.0,0.008,1.0,0.0,2437.0,20.0,1.1717731188120375,116.0,21.551724137931032,16.517058804979882,21.17177311881204,36.85219823557579,38.068782942910914,,,2,certified_or_core_baseline,,
