method,alpha1,seed,candidate_budget_M,released,n_cal_total,n_covered,n_excluded_empty,p_min_effective,emax_effective,required_emax,release_feasible,max_observed_e,best_margin_k,best_margin_tau,best_margin,empty_reason,empty_diagnostic
parc_track_gamma_tuned_uniform_scs,0.1,0,175,0,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,10.0,True,33.97091768583136,175.0,10.0,-4.673162291386902,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,0,200,0,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,10.0,True,33.97091768583136,200.0,10.0,-4.673162291386902,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,0,250,0,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,10.0,True,33.97091768583136,247.0,10.12145748987854,-6.214791525097578,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
confidence_threshold,0.1,0,75,75,,,,,,,,,,,,,
tracklet_p_bh,0.1,0,75,75,,,,,,,,,,,,,
tracklet_e_bh,0.1,0,75,75,,,,,,,,,,,,,
post_filter_e_bh,0.1,0,75,75,,,,,,,,,,,,,
greedy_score_no_risk,0.1,0,75,75,,,,,,,,,,,,,
confidence_threshold,0.1,0,100,100,,,,,,,,,,,,,
tracklet_p_bh,0.1,0,100,100,,,,,,,,,,,,,
tracklet_e_bh,0.1,0,100,100,,,,,,,,,,,,,
post_filter_e_bh,0.1,0,100,97,,,,,,,,,,,,,
greedy_score_no_risk,0.1,0,100,100,,,,,,,,,,,,,
confidence_threshold,0.1,0,125,125,,,,,,,,,,,,,
tracklet_p_bh,0.1,0,125,125,,,,,,,,,,,,,
tracklet_e_bh,0.1,0,125,125,,,,,,,,,,,,,
post_filter_e_bh,0.1,0,125,94,,,,,,,,,,,,,
greedy_score_no_risk,0.1,0,125,125,,,,,,,,,,,,,
confidence_threshold,0.1,0,150,150,,,,,,,,,,,,,
tracklet_p_bh,0.1,0,150,150,,,,,,,,,,,,,
tracklet_e_bh,0.1,0,150,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,0,150,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,0,150,150,,,,,,,,,,,,,
confidence_threshold,0.1,0,175,175,,,,,,,,,,,,,
tracklet_p_bh,0.1,0,175,175,,,,,,,,,,,,,
tracklet_e_bh,0.1,0,175,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,0,175,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,0,175,175,,,,,,,,,,,,,
confidence_threshold,0.1,0,200,200,,,,,,,,,,,,,
tracklet_p_bh,0.1,0,200,200,,,,,,,,,,,,,
tracklet_e_bh,0.1,0,200,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,0,200,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,0,200,200,,,,,,,,,,,,,
confidence_threshold,0.1,0,250,250,,,,,,,,,,,,,
tracklet_p_bh,0.1,0,250,250,,,,,,,,,,,,,
tracklet_e_bh,0.1,0,250,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,0,250,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,0,250,250,,,,,,,,,,,,,
unmatched_as_false_block,0.1,1,75,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,10.0,True,12.206555615733704,75.0,10.0,-3.896722192133148,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,1,100,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,10.0,True,12.206555615733704,100.0,10.0,-4.541062374417527,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,1,125,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,10.0,True,12.206555615733704,125.0,10.0,-5.386355639441388,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,1,150,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,10.0,True,12.206555615733704,150.0,10.0,-5.931148128088766,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,1,175,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,10.0,True,12.206555615733704,175.0,10.0,-6.31958500363688,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,1,200,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,10.0,True,12.206555615733704,200.0,10.0,-6.476270914689004,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,1,250,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,10.0,True,12.206555615733704,250.0,10.0,-6.948361096066574,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,1,75,75,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,10.0,True,34.311093800927324,34.0,22.05882352941176,12.252270271515563,,
null_superset_no_audit,0.1,1,100,34,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,10.0,True,34.311093800927324,34.0,29.41176470588235,4.899329095044973,,
null_superset_no_audit,0.1,1,125,0,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,10.0,True,34.311093800927324,34.0,36.764705882352935,-2.453612081425611,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,1,150,0,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,10.0,True,34.311093800927324,150.0,10.0,-4.623246139859446,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,1,175,0,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,10.0,True,34.311093800927324,164.0,10.670731707317072,-5.293977847176518,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,1,200,0,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,10.0,True,34.311093800927324,200.0,10.0,-5.7817442173456985,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,1,250,0,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,10.0,True,34.311093800927324,250.0,10.0,-6.690627410005467,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,1,75,75,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,10.0,True,34.068163221773965,34.0,22.05882352941176,12.009339692362204,,
parc_track_gamma_tuned_uniform_scs,0.1,1,100,100,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,10.0,True,34.068163221773965,34.0,29.41176470588235,4.656398515891613,,
parc_track_gamma_tuned_uniform_scs,0.1,1,125,0,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,10.0,True,34.068163221773965,90.0,13.88888888888889,-0.3995681938904312,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,1,150,0,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,10.0,True,34.068163221773965,90.0,16.666666666666668,-3.1773459716682098,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,1,175,0,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,10.0,True,34.068163221773965,164.0,10.670731707317072,-4.77186466723819,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,1,200,0,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,10.0,True,34.068163221773965,200.0,10.0,-5.490407708321977,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,1,250,0,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,10.0,True,34.068163221773965,250.0,10.0,-6.320291155343151,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
confidence_threshold,0.1,1,75,75,,,,,,,,,,,,,
tracklet_p_bh,0.1,1,75,75,,,,,,,,,,,,,
tracklet_e_bh,0.1,1,75,75,,,,,,,,,,,,,
post_filter_e_bh,0.1,1,75,75,,,,,,,,,,,,,
greedy_score_no_risk,0.1,1,75,75,,,,,,,,,,,,,
confidence_threshold,0.1,1,100,100,,,,,,,,,,,,,
tracklet_p_bh,0.1,1,100,100,,,,,,,,,,,,,
tracklet_e_bh,0.1,1,100,100,,,,,,,,,,,,,
post_filter_e_bh,0.1,1,100,100,,,,,,,,,,,,,
greedy_score_no_risk,0.1,1,100,100,,,,,,,,,,,,,
confidence_threshold,0.1,1,125,125,,,,,,,,,,,,,
tracklet_p_bh,0.1,1,125,125,,,,,,,,,,,,,
tracklet_e_bh,0.1,1,125,125,,,,,,,,,,,,,
post_filter_e_bh,0.1,1,125,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,1,125,125,,,,,,,,,,,,,
confidence_threshold,0.1,1,150,150,,,,,,,,,,,,,
tracklet_p_bh,0.1,1,150,150,,,,,,,,,,,,,
tracklet_e_bh,0.1,1,150,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,1,150,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,1,150,150,,,,,,,,,,,,,
confidence_threshold,0.1,1,175,175,,,,,,,,,,,,,
tracklet_p_bh,0.1,1,175,175,,,,,,,,,,,,,
tracklet_e_bh,0.1,1,175,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,1,175,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,1,175,175,,,,,,,,,,,,,
confidence_threshold,0.1,1,200,200,,,,,,,,,,,,,
tracklet_p_bh,0.1,1,200,200,,,,,,,,,,,,,
tracklet_e_bh,0.1,1,200,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,1,200,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,1,200,200,,,,,,,,,,,,,
confidence_threshold,0.1,1,250,250,,,,,,,,,,,,,
tracklet_p_bh,0.1,1,250,250,,,,,,,,,,,,,
tracklet_e_bh,0.1,1,250,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,1,250,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,1,250,250,,,,,,,,,,,,,
unmatched_as_false_block,0.1,2,75,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,10.0,True,12.114041439585716,75.0,10.0,-3.942979280207141,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,2,100,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,10.0,True,12.114041439585716,100.0,10.0,-4.582435971767385,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,2,125,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,10.0,True,12.114041439585716,124.0,10.080645161290322,-5.501967872565366,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,2,150,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,10.0,True,12.114041439585716,150.0,10.0,-6.347479077279763,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,2,175,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,10.0,True,12.114041439585716,175.0,10.0,-6.640169418190623,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,2,200,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,10.0,True,12.114041439585716,200.0,10.0,-6.762386240277747,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.1,2,250,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,10.0,True,12.114041439585716,250.0,10.0,-7.061913387734039,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,2,75,75,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,10.0,True,33.873629996856955,26.0,28.846153846153847,5.027476150703109,,
null_superset_no_audit,0.1,2,100,0,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,10.0,True,33.873629996856955,100.0,10.0,-1.2796551064060449,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,2,125,0,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,10.0,True,33.873629996856955,124.0,10.080645161290322,-3.5142414275101324,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,2,150,0,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,10.0,True,33.873629996856955,150.0,10.0,-5.514362915670668,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,2,175,0,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,10.0,True,33.873629996856955,175.0,10.0,-6.103686269583173,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,2,200,0,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,10.0,True,33.873629996856955,200.0,10.0,-6.33969062928343,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.1,2,250,0,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,10.0,True,33.873629996856955,250.0,10.0,-6.892410380444515,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,2,75,75,708.0,584.0,124.0,0.0017094017094017,33.776299976401,10.0,True,33.776299976401,36.0,20.83333333333333,12.942966643067669,,
parc_track_gamma_tuned_uniform_scs,0.1,2,100,100,708.0,584.0,124.0,0.0017094017094017,33.776299976401,10.0,True,33.776299976401,36.0,27.77777777777778,5.9985221986232204,,
parc_track_gamma_tuned_uniform_scs,0.1,2,125,0,708.0,584.0,124.0,0.0017094017094017,33.776299976401,10.0,True,33.776299976401,36.0,34.72222222222222,-0.9459222458212224,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,2,150,0,708.0,584.0,124.0,0.0017094017094017,33.776299976401,10.0,True,33.776299976401,84.0,17.857142857142858,-4.479698100294375,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,2,175,0,708.0,584.0,124.0,0.0017094017094017,33.776299976401,10.0,True,33.776299976401,175.0,10.0,-5.842768805552128,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,2,200,0,708.0,584.0,124.0,0.0017094017094017,33.776299976401,10.0,True,33.776299976401,200.0,10.0,-6.114044256468207,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.1,2,250,0,708.0,584.0,124.0,0.0017094017094017,33.776299976401,10.0,True,33.776299976401,250.0,10.0,-6.900601756526799,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
confidence_threshold,0.1,2,75,75,,,,,,,,,,,,,
tracklet_p_bh,0.1,2,75,75,,,,,,,,,,,,,
tracklet_e_bh,0.1,2,75,75,,,,,,,,,,,,,
post_filter_e_bh,0.1,2,75,75,,,,,,,,,,,,,
greedy_score_no_risk,0.1,2,75,75,,,,,,,,,,,,,
confidence_threshold,0.1,2,100,100,,,,,,,,,,,,,
tracklet_p_bh,0.1,2,100,100,,,,,,,,,,,,,
tracklet_e_bh,0.1,2,100,100,,,,,,,,,,,,,
post_filter_e_bh,0.1,2,100,100,,,,,,,,,,,,,
greedy_score_no_risk,0.1,2,100,100,,,,,,,,,,,,,
confidence_threshold,0.1,2,125,125,,,,,,,,,,,,,
tracklet_p_bh,0.1,2,125,125,,,,,,,,,,,,,
tracklet_e_bh,0.1,2,125,125,,,,,,,,,,,,,
post_filter_e_bh,0.1,2,125,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,2,125,125,,,,,,,,,,,,,
confidence_threshold,0.1,2,150,150,,,,,,,,,,,,,
tracklet_p_bh,0.1,2,150,150,,,,,,,,,,,,,
tracklet_e_bh,0.1,2,150,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,2,150,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,2,150,150,,,,,,,,,,,,,
confidence_threshold,0.1,2,175,175,,,,,,,,,,,,,
tracklet_p_bh,0.1,2,175,175,,,,,,,,,,,,,
tracklet_e_bh,0.1,2,175,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,2,175,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,2,175,175,,,,,,,,,,,,,
confidence_threshold,0.1,2,200,200,,,,,,,,,,,,,
tracklet_p_bh,0.1,2,200,200,,,,,,,,,,,,,
tracklet_e_bh,0.1,2,200,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,2,200,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,2,200,200,,,,,,,,,,,,,
confidence_threshold,0.1,2,250,250,,,,,,,,,,,,,
tracklet_p_bh,0.1,2,250,250,,,,,,,,,,,,,
tracklet_e_bh,0.1,2,250,0,,,,,,,,,,,,,baseline_selected_empty
post_filter_e_bh,0.1,2,250,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.1,2,250,250,,,,,,,,,,,,,
unmatched_as_false_block,0.2,0,75,75,708.0,591.0,117.0,0.0016891891891891,12.16552506059644,5.0,True,12.16552506059644,75.0,5.0,1.0827625302982191,,
unmatched_as_false_block,0.2,0,100,97,708.0,591.0,117.0,0.0016891891891891,12.16552506059644,5.0,True,12.16552506059644,94.0,5.319148936170213,0.7636135941280067,,
unmatched_as_false_block,0.2,0,125,0,708.0,591.0,117.0,0.0016891891891891,12.16552506059644,5.0,True,12.16552506059644,125.0,5.0,-0.0334451914162201,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,0,150,0,708.0,591.0,117.0,0.0016891891891891,12.16552506059644,5.0,True,12.16552506059644,127.0,5.905511811023621,-0.9389570024398416,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,0,175,0,708.0,591.0,117.0,0.0016891891891891,12.16552506059644,5.0,True,12.16552506059644,175.0,5.0,-1.3319561814850882,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,0,200,0,708.0,591.0,117.0,0.0016891891891891,12.16552506059644,5.0,True,12.16552506059644,200.0,5.0,-1.3319561814850882,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,0,250,0,708.0,591.0,117.0,0.0016891891891891,12.16552506059644,5.0,True,12.16552506059644,247.0,5.06072874493927,-1.8093554087275443,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.2,0,75,75,708.0,591.0,117.0,0.0016891891891891,34.11677023775056,5.0,True,34.11677023775056,31.0,12.096774193548386,22.019996044202173,,
null_superset_no_audit,0.2,0,100,100,708.0,591.0,117.0,0.0016891891891891,34.11677023775056,5.0,True,34.11677023775056,31.0,16.129032258064516,17.98773797968604,,
null_superset_no_audit,0.2,0,125,125,708.0,591.0,117.0,0.0016891891891891,34.11677023775056,5.0,True,34.11677023775056,31.0,20.161290322580644,13.955479915169914,,
null_superset_no_audit,0.2,0,150,147,708.0,591.0,117.0,0.0016891891891891,34.11677023775056,5.0,True,34.11677023775056,31.0,24.19354838709677,9.923221850653784,,
null_superset_no_audit,0.2,0,175,133,708.0,591.0,117.0,0.0016891891891891,34.11677023775056,5.0,True,34.11677023775056,31.0,28.225806451612904,5.890963786137654,,
null_superset_no_audit,0.2,0,200,31,708.0,591.0,117.0,0.0016891891891891,34.11677023775056,5.0,True,34.11677023775056,31.0,32.25806451612903,1.8587057216215257,,
null_superset_no_audit,0.2,0,250,0,708.0,591.0,117.0,0.0016891891891891,34.11677023775056,5.0,True,34.11677023775056,247.0,5.06072874493927,-1.3761733991143976,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.2,0,75,75,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,5.0,True,33.97091768583136,41.0,9.146341463414632,24.824576222416727,,
parc_track_gamma_tuned_uniform_scs,0.2,0,100,100,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,5.0,True,33.97091768583136,41.0,12.19512195121951,21.775795734611847,,
parc_track_gamma_tuned_uniform_scs,0.2,0,125,125,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,5.0,True,33.97091768583136,41.0,15.243902439024389,18.72701524680697,,
parc_track_gamma_tuned_uniform_scs,0.2,0,150,150,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,5.0,True,33.97091768583136,41.0,18.292682926829265,15.678234759002097,,
parc_track_gamma_tuned_uniform_scs,0.2,0,175,175,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,5.0,True,33.97091768583136,41.0,21.341463414634145,12.629454271197217,,
parc_track_gamma_tuned_uniform_scs,0.2,0,200,200,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,5.0,True,33.97091768583136,41.0,24.39024390243902,9.58067378339234,,
parc_track_gamma_tuned_uniform_scs,0.2,0,250,94,708.0,588.0,120.0,0.0016977928692699,33.97091768583136,5.0,True,33.97091768583136,41.0,30.487804878048777,3.4831128077825824,,
confidence_threshold,0.2,0,75,75,,,,,,,,,,,,,
tracklet_p_bh,0.2,0,75,75,,,,,,,,,,,,,
tracklet_e_bh,0.2,0,75,75,,,,,,,,,,,,,
post_filter_e_bh,0.2,0,75,75,,,,,,,,,,,,,
greedy_score_no_risk,0.2,0,75,75,,,,,,,,,,,,,
confidence_threshold,0.2,0,100,100,,,,,,,,,,,,,
tracklet_p_bh,0.2,0,100,100,,,,,,,,,,,,,
tracklet_e_bh,0.2,0,100,100,,,,,,,,,,,,,
post_filter_e_bh,0.2,0,100,100,,,,,,,,,,,,,
greedy_score_no_risk,0.2,0,100,100,,,,,,,,,,,,,
confidence_threshold,0.2,0,125,125,,,,,,,,,,,,,
tracklet_p_bh,0.2,0,125,125,,,,,,,,,,,,,
tracklet_e_bh,0.2,0,125,125,,,,,,,,,,,,,
post_filter_e_bh,0.2,0,125,125,,,,,,,,,,,,,
greedy_score_no_risk,0.2,0,125,125,,,,,,,,,,,,,
confidence_threshold,0.2,0,150,150,,,,,,,,,,,,,
tracklet_p_bh,0.2,0,150,150,,,,,,,,,,,,,
tracklet_e_bh,0.2,0,150,150,,,,,,,,,,,,,
post_filter_e_bh,0.2,0,150,150,,,,,,,,,,,,,
greedy_score_no_risk,0.2,0,150,150,,,,,,,,,,,,,
confidence_threshold,0.2,0,175,175,,,,,,,,,,,,,
tracklet_p_bh,0.2,0,175,175,,,,,,,,,,,,,
tracklet_e_bh,0.2,0,175,175,,,,,,,,,,,,,
post_filter_e_bh,0.2,0,175,175,,,,,,,,,,,,,
greedy_score_no_risk,0.2,0,175,175,,,,,,,,,,,,,
confidence_threshold,0.2,0,200,200,,,,,,,,,,,,,
tracklet_p_bh,0.2,0,200,200,,,,,,,,,,,,,
tracklet_e_bh,0.2,0,200,200,,,,,,,,,,,,,
post_filter_e_bh,0.2,0,200,200,,,,,,,,,,,,,
greedy_score_no_risk,0.2,0,200,200,,,,,,,,,,,,,
confidence_threshold,0.2,0,250,250,,,,,,,,,,,,,
tracklet_p_bh,0.2,0,250,250,,,,,,,,,,,,,
tracklet_e_bh,0.2,0,250,250,,,,,,,,,,,,,
post_filter_e_bh,0.2,0,250,94,,,,,,,,,,,,,
greedy_score_no_risk,0.2,0,250,250,,,,,,,,,,,,,
unmatched_as_false_block,0.2,1,75,75,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,5.0,True,12.206555615733704,67.0,5.597014925373134,1.4504432452488576,,
unmatched_as_false_block,0.2,1,100,100,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,5.0,True,12.206555615733704,90.0,5.555555555555555,0.5477222523112966,,
unmatched_as_false_block,0.2,1,125,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,5.0,True,12.206555615733704,125.0,5.0,-0.3863556394413878,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,1,150,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,5.0,True,12.206555615733704,150.0,5.0,-0.9311481280887656,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,1,175,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,5.0,True,12.206555615733704,164.0,5.335365853658536,-1.266513981747302,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,1,200,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,5.0,True,12.206555615733704,200.0,5.0,-1.476270914689004,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,1,250,0,708.0,595.0,113.0,0.0016778523489932,12.206555615733704,5.0,True,12.206555615733704,250.0,5.0,-1.948361096066574,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.2,1,75,75,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,5.0,True,34.311093800927324,34.0,11.02941176470588,23.281682036221444,,
null_superset_no_audit,0.2,1,100,100,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,5.0,True,34.311093800927324,34.0,14.705882352941176,19.60521144798615,,
null_superset_no_audit,0.2,1,125,125,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,5.0,True,34.311093800927324,34.0,18.382352941176467,15.928740859750857,,
null_superset_no_audit,0.2,1,150,150,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,5.0,True,34.311093800927324,34.0,22.05882352941176,12.252270271515563,,
null_superset_no_audit,0.2,1,175,164,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,5.0,True,34.311093800927324,34.0,25.73529411764705,8.57579968328027,,
null_superset_no_audit,0.2,1,200,34,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,5.0,True,34.311093800927324,34.0,29.41176470588235,4.899329095044973,,
null_superset_no_audit,0.2,1,250,0,708.0,595.0,113.0,0.0016778523489932,34.311093800927324,5.0,True,34.311093800927324,250.0,5.0,-1.6906274100054666,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.2,1,75,75,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,5.0,True,34.068163221773965,34.0,11.02941176470588,23.038751457068084,,
