domain,dataset,proposal_source,source_scope,metric_family,alpha,K,seed,PARC_released,non_empty,raw_selected_links,raw_false_lineage_edges,raw_false_edge_fraction,raw_successor_conflicts,raw_predecessor_conflicts,raw_corrupted_lineage_components,raw_aogm_edge_edit_burden_proxy,raw_tra_edge_quality_proxy,PARC_false_lineage_edges,PARC_false_edge_fraction,PARC_corrupted_lineage_components,PARC_aogm_edge_edit_burden_proxy,PARC_tra_edge_quality_proxy,oracle_aogm_edge_edit_burden_proxy,prevented_false_lineage_edges,prevented_corrupted_lineage_components,prevented_aogm_edge_edit_burden_proxy,best_mass_ratio,max_observed_e,required_e,block_coverage,observed_positives,evidence_status
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,1000,14,1000,1,1000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1302,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,5000,14,0,0,5000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.41935399633656006,13.321283238137232,10.0,1.0,1302,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,100,15,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1223,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,300,15,300,1,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1223,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,500,15,500,1,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1223,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,1000,15,1000,1,1000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1223,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,5000,15,0,0,5000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.39404355818409936,13.321283238137232,10.0,1.0,1223,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,100,16,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1422,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,300,16,300,1,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1422,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,500,16,500,1,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1422,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,1000,16,1000,1,1000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1422,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,5000,16,0,0,5000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.37939014662214837,13.321283238137232,10.0,1.0,1422,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,100,17,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1819,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,300,17,300,1,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1819,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,500,17,500,1,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1819,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,1000,17,1000,1,1000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1819,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,5000,17,0,0,5000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.30052814985237597,13.321283238137232,10.0,1.0,1819,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,100,18,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1355,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,300,18,300,1,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1355,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,500,18,500,1,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1355,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,1000,18,1000,1,1000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1355,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,5000,18,0,0,5000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.4297445972623072,13.321283238137232,10.0,1.0,1355,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,100,19,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1411,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,300,19,300,1,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1411,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,500,19,500,1,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1411,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,1000,19,1000,1,1000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,1.3321283238137231,13.321283238137232,10.0,1.0,1411,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_learned_hybrid,sequence-disjoint learned appearance linker,official_GT_lineage_edge_metrics,0.1,5000,19,0,0,5000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.40416773344508367,13.321283238137232,10.0,1.0,1411,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,0,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2103,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,0,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2103,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,0,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2103,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,0,0,0,1000,11,0.011,0,0,11,22,0.9784735812133072,0,0.0,0,0,1.0,0,11,11,22,0.4143755244936073,6.651292527987276,10.0,1.0,2103,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,0,0,0,5000,2923,0.5846,435,427,2115,5900,0.45871559633027525,0,0.0,0,0,1.0,0,2923,2115,5900,0.08287510489872146,6.651292527987276,10.0,1.0,2103,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,1,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2337,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,1,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2337,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,1,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2337,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,1,0,0,1000,23,0.023,1,3,23,50,0.9523809523809523,0,0.0,0,0,1.0,0,23,23,50,0.39043087139285315,6.651292527987276,10.0,1.0,2337,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,1,0,0,5000,3011,0.6022,492,502,2096,6101,0.4504098729844158,0,0.0,0,0,1.0,0,3011,2096,6101,0.07808617427857063,6.651292527987276,10.0,1.0,2337,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,2,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2570,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,2,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2570,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,2,0,0,500,1,0.002,0,0,1,2,0.9960159362549801,0,0.0,0,0,1.0,0,1,1,2,0.6651292527987276,6.651292527987276,10.0,1.0,2570,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,2,0,0,1000,60,0.06,5,7,57,129,0.8857395925597874,0,0.0,0,0,1.0,0,60,57,129,0.36249544277530654,6.651292527987276,10.0,1.0,2570,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,2,0,0,5000,3145,0.629,578,570,2039,6332,0.44122837980938934,0,0.0,0,0,1.0,0,3145,2039,6332,0.0724990885550613,6.651292527987276,10.0,1.0,2570,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,3,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1997,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,3,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1997,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,3,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1997,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,3,0,0,1000,7,0.007,0,0,7,14,0.9861932938856016,0,0.0,0,0,1.0,0,7,7,14,0.4815535790262788,6.651292527987276,10.0,1.0,1997,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,3,0,0,5000,2858,0.5716,419,411,2120,5808,0.46262028127313104,0,0.0,0,0,1.0,0,2858,2120,5808,0.09631071580525577,6.651292527987276,10.0,1.0,1997,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,4,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2306,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,4,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2306,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,4,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2306,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,4,0,0,1000,21,0.021,1,2,21,45,0.9569377990430622,0,0.0,0,0,1.0,0,21,21,45,0.3611651842697091,6.651292527987276,10.0,1.0,2306,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,4,0,0,5000,2982,0.5964,477,502,2064,6025,0.45351473922902497,0,0.0,0,0,1.0,0,2982,2064,6025,0.07223303685394182,6.651292527987276,10.0,1.0,2306,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,5,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2336,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,5,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2336,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,5,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2336,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,5,0,0,1000,33,0.033,2,4,32,71,0.9337068160597572,0,0.0,0,0,1.0,0,33,32,71,0.40506371495442517,6.651292527987276,10.0,1.0,2336,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,5,0,0,5000,3047,0.6094,504,527,2091,6169,0.44766765153550003,0,0.0,0,0,1.0,0,3047,2091,6169,0.08101274299088504,6.651292527987276,10.0,1.0,2336,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,6,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2233,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,6,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2233,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,6,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2233,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,6,0,0,1000,22,0.022,0,2,22,46,0.9560229445506692,0,0.0,0,0,1.0,0,22,22,46,0.5354290485029757,6.651292527987276,10.0,1.0,2233,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,6,0,0,5000,2961,0.5922,428,456,2129,5974,0.45562238017131407,0,0.0,0,0,1.0,0,2961,2129,5974,0.10708580970059513,6.651292527987276,10.0,1.0,2233,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,7,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1921,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,7,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1921,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,7,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1921,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,7,0,0,1000,6,0.006,0,0,6,12,0.9881422924901185,0,0.0,0,0,1.0,0,6,6,12,0.43166888506637424,6.651292527987276,10.0,1.0,1921,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,7,0,0,5000,2848,0.5696,393,371,2111,5723,0.4662874195654201,0,0.0,0,0,1.0,0,2848,2111,5723,0.08633377701327484,6.651292527987276,10.0,1.0,1921,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,8,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2165,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,8,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2165,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,8,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,2165,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,8,0,0,1000,7,0.007,0,1,7,15,0.9852216748768473,0,0.0,0,0,1.0,0,7,7,15,0.42102681702159456,6.651292527987276,10.0,1.0,2165,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,8,0,0,5000,2897,0.5794,443,450,2089,5879,0.4596010662744737,0,0.0,0,0,1.0,0,2897,2089,5879,0.08420536340431892,6.651292527987276,10.0,1.0,2165,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,9,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1567,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,300,9,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1567,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,500,9,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1567,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,1000,9,0,0,1000,1,0.001,0,0,1,2,0.998003992015968,0,0.0,0,0,1.0,0,1,1,2,0.5833183547044841,6.651292527987276,10.0,1.0,1567,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,5000,9,0,0,5000,2623,0.5246,340,360,2093,5416,0.4800307219662059,0,0.0,0,0,1.0,0,2623,2093,5416,0.11666367094089683,6.651292527987276,10.0,1.0,1567,completed_official_GT_downstream_consequence
biomedical_cell_tracking,Cell Tracking Challenge,ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,official_GT_lineage_edge_metrics,0.1,100,10,0,0,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0,0.6651292527987276,6.651292527987276,10.0,1.0,1665,completed_official_GT_downstream_consequence
