method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note,dataset,generator
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,8.702999820168234,10,10.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,10.0,10.0,-4.7985044885575885,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,6.362089649418502,25,25.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,25.0,10.0,-6.098878366418191,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,4.74119054139297,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,50.0,10.0,-7.468618018385588,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,3.920697775538869,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,75.0,10.0,-7.856558929515087,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,3.43507636901367,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,100.0,10.0,-8.107678052512952,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,3.1111973237435784,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,125.0,10.0,-8.25536536776321,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,2.851663191877856,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,150.0,10.0,-8.551159797964425,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,21.266313457249943,10,10.0,0.0,5,0,5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.5,0.0,21137.0,20.0,0.3610654803730568,2.0,50.0,2.069925759461306,20.361065480373057,33.04460959200836,52.069925759461306,,,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,12.694715459246016,25,25.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,23.0,10.869565217391305,-5.054952804807368,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,8.024326376154358,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,50.0,10.0,-7.675251489527143,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,5.998104047332846,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,75.0,10.0,-8.250631984889921,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,4.880255284241247,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,100.0,10.0,-8.586237495400153,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,4.167792402577613,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,125.0,10.0,-8.769583467065997,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,3.6416922552615567,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,150.0,10.0,-9.104358936424056,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,21.266313457249943,10,10.0,0.0,5,0,5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.5,0.0,21137.0,20.0,0.3610654803730568,2.0,50.0,2.069925759461306,20.361065480373057,33.04460959200836,52.069925759461306,,,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,12.694715459246016,25,25.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,23.0,10.869565217391305,-5.054952804807368,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,8.024326376154358,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,50.0,10.0,-7.675251489527143,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,5.998104047332846,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,75.0,10.0,-8.250631984889921,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,4.880255284241247,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,100.0,10.0,-8.586237495400153,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,4.167792402577613,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,125.0,10.0,-8.769583467065997,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,3.6416922552615567,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,150.0,10.0,-9.104358936424056,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,10,0,10,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001666732132434,score_threshold_from_calibration_null_quantile,OVT-B,OWLv2-smallM
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,10,0,10,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001338310539722,tracklet_level_p_bh,OVT-B,OWLv2-smallM
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,10,0,10,,,,,,,,,1.0,,,1.0,1.0,,,10.0,14.23152216982389,,,,,,,,,0,diagnostic_baseline,0.0001237923279404,tracklet_level_e_self_consistency,OVT-B,OWLv2-smallM
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,5,0,5,,,,,,,,,1.0,,,1.0,0.5,,,20.0,0.3610654803730568,,,,,,,,,0,diagnostic_baseline,0.0003855349496006,block_evalue_post_filter,OVT-B,OWLv2-smallM
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,10,0,10,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001214984804391,top_m_by_score_no_risk_control,OVT-B,OWLv2-smallM
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,25,1,24,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001983633264899,score_threshold_from_calibration_null_quantile,OVT-B,OWLv2-smallM
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,25,1,24,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001300945878028,tracklet_level_p_bh,OVT-B,OWLv2-smallM
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,25,1,24,,,,,,,,,0.96,,,0.96,1.0,,,10.0,8.173641627367918,,,,,,,,,0,diagnostic_baseline,0.000124393031001,tracklet_level_e_self_consistency,OVT-B,OWLv2-smallM
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0003043115139007,block_evalue_post_filter,OVT-B,OWLv2-smallM
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,25,1,24,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.000116909854114,top_m_by_score_no_risk_control,OVT-B,OWLv2-smallM
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,50,6,44,,,,,,,,,0.88,,,0.88,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.000209704041481,score_threshold_from_calibration_null_quantile,OVT-B,OWLv2-smallM
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,50,6,44,,,,,,,,,0.88,,,0.88,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001388201490044,tracklet_level_p_bh,OVT-B,OWLv2-smallM
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,50,6,44,,,,,,,,,0.88,,,0.88,1.0,,,10.0,1.3529839206456646,,,,,,,,,0,diagnostic_baseline,0.0001288531348109,tracklet_level_e_self_consistency,OVT-B,OWLv2-smallM
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0003125676885247,block_evalue_post_filter,OVT-B,OWLv2-smallM
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,50,6,44,,,,,,,,,0.88,,,0.88,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001202756538987,top_m_by_score_no_risk_control,OVT-B,OWLv2-smallM
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,75,14,61,,,,,,,,,0.8133333333333334,,,0.8133333333333334,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0002117669209837,score_threshold_from_calibration_null_quantile,OVT-B,OWLv2-smallM
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,75,14,61,,,,,,,,,0.8133333333333334,,,0.8133333333333334,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001415256410837,tracklet_level_p_bh,OVT-B,OWLv2-smallM
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002993829548358,tracklet_level_e_self_consistency,OVT-B,OWLv2-smallM
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002782316878437,block_evalue_post_filter,OVT-B,OWLv2-smallM
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,75,14,61,,,,,,,,,0.8133333333333334,,,0.8133333333333334,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001181615516543,top_m_by_score_no_risk_control,OVT-B,OWLv2-smallM
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,100,18,82,,,,,,,,,0.82,,,0.82,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001321081072092,score_threshold_from_calibration_null_quantile,OVT-B,OWLv2-smallM
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,100,18,82,,,,,,,,,0.82,,,0.82,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001325886696577,tracklet_level_p_bh,OVT-B,OWLv2-smallM
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002926401793956,tracklet_level_e_self_consistency,OVT-B,OWLv2-smallM
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002731634303927,block_evalue_post_filter,OVT-B,OWLv2-smallM
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,100,18,82,,,,,,,,,0.82,,,0.82,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001177508383989,top_m_by_score_no_risk_control,OVT-B,OWLv2-smallM
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,125,20,105,,,,,,,,,0.84,,,0.84,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0003729807212948,score_threshold_from_calibration_null_quantile,OVT-B,OWLv2-smallM
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,125,20,105,,,,,,,,,0.84,,,0.84,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001533776521682,tracklet_level_p_bh,OVT-B,OWLv2-smallM
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0003017457202076,tracklet_level_e_self_consistency,OVT-B,OWLv2-smallM
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002785632386803,block_evalue_post_filter,OVT-B,OWLv2-smallM
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,125,20,105,,,,,,,,,0.84,,,0.84,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001224903389811,top_m_by_score_no_risk_control,OVT-B,OWLv2-smallM
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,28,122,,,,,,,,,0.8133333333333334,,,0.8133333333333334,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0002260347828269,score_threshold_from_calibration_null_quantile,OVT-B,OWLv2-smallM
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,28,122,,,,,,,,,0.8133333333333334,,,0.8133333333333334,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001503229141235,tracklet_level_p_bh,OVT-B,OWLv2-smallM
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.000302568078041,tracklet_level_e_self_consistency,OVT-B,OWLv2-smallM
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002775210887193,block_evalue_post_filter,OVT-B,OWLv2-smallM
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,28,122,,,,,,,,,0.8133333333333334,,,0.8133333333333334,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001315269619226,top_m_by_score_no_risk_control,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.5,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,15.70031846810805,15.628499608087782,10.0,True,11.051018052650171,7.419703479892628,10,10.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,10.0,10.0,-4.7905001306374055,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.5,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,15.70031846810805,15.628499608087782,10.0,True,11.051018052650171,5.291864007049803,25,25.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,25.0,10.0,-6.505361248998689,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.5,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,15.70031846810805,15.628499608087782,10.0,True,11.051018052650171,4.049470781890751,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,50.0,10.0,-7.528917241369687,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.5,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,15.70031846810805,15.628499608087782,10.0,True,11.051018052650171,3.466081225204144,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,75.0,10.0,-7.965342655758819,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.5,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,15.70031846810805,15.628499608087782,10.0,True,11.051018052650171,3.094070864292326,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,100.0,10.0,-8.090674886757181,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.5,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,15.70031846810805,15.628499608087782,10.0,True,11.051018052650171,2.8289076786616976,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,125.0,10.0,-8.361688084012712,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,OWLv2-smallM
