method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,5.0,True,12.980754985747168,12.980754985747168,75,75,0,75,74,1,1,0,0,0,1,1,0,0,0.013333333333333334,0.0,0.0,0.0,1.0,0,2437,5.0,7.9807549857471685,75,5.0,7.9807549857471685,12.980754985747168,12.980754985747168,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,5.0,True,12.980754985747168,12.980754985747168,100,100,0,100,98,2,2,0,0,0,2,2,0,0,0.02,0.0,0.0,0.0,1.0,0,2437,5.0,7.9807549857471685,100,5.0,7.9807549857471685,12.980754985747168,12.980754985747168,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,5.0,True,12.980754985747168,12.707012777798061,125,125,0,125,122,3,2,0,0,1,2,2,0,0,0.024,0.0,0.0,0.008,1.0,0,2437,5.0,4.17877987534291,116,5.387931034482758,7.5928239512644105,9.17877987534291,12.707012777798061,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,5.0,True,12.980754985747168,12.118973960722203,150,150,0,150,147,3,2,0,0,1,2,2,0,0,0.02,0.0,0.0,0.006666666666666667,1.0,0,2437,5.0,4.17877987534291,116,6.46551724137931,6.515237744367859,9.17877987534291,12.118973960722203,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,5.0,True,12.980754985747168,11.418350785725139,175,175,0,175,169,6,5,0,0,1,5,5,0,0,0.03428571428571429,0.0,0.0,0.005714285714285714,1.0,0,2437,5.0,1.4903774928735842,116,7.543103448275861,5.437651537471307,6.490377492873584,11.418350785725139,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,5.0,True,12.980754985747168,10.802354124118695,200,200,0,200,194,6,5,0,0,1,5,5,0,0,0.03,0.0,0.0,0.005,1.0,0,2437,5.0,1.4903774928735842,116,8.620689655172413,4.360065330574756,6.490377492873584,10.802354124118695,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,5.0,True,12.980754985747168,9.86869722999674,250,250,0,250,241,9,6,0,0,3,6,6,0,0,0.036,0.0,0.0,0.012,1.0,0,2437,5.0,0.805170109479997,116,10.775862068965516,2.2048929167816524,5.805170109479997,9.86869722999674,12.980754985747168,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,5.0,True,38.068782942910914,38.068782942910914,75,75,0,75,74,1,1,0,0,0,1,1,0,0,0.013333333333333334,0.0,0.0,0.0,1.0,0,2437,5.0,33.068782942910914,75,5.0,33.068782942910914,38.068782942910914,38.068782942910914,38.068782942910914,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,5.0,True,38.068782942910914,38.068782942910914,100,100,0,100,98,2,2,0,0,0,2,2,0,0,0.02,0.0,0.0,0.0,1.0,0,2437,5.0,33.068782942910914,100,5.0,33.068782942910914,38.068782942910914,38.068782942910914,38.068782942910914,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,5.0,True,38.068782942910914,36.85219823557579,125,125,0,125,122,3,2,0,0,1,2,2,0,0,0.024,0.0,0.0,0.008,1.0,0,2437,5.0,16.171773118812037,116,5.387931034482758,32.68085190842815,21.171773118812037,36.85219823557579,38.068782942910914,,
