method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.5,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,15.676415406590975,12.96148139681572,20.0,True,12.96148139681572,10.379976992120971,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,75,20.0,-10.83484861008832,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.5,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,15.676415406590975,12.96148139681572,20.0,True,12.96148139681572,10.07627059156865,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,100,20.0,-10.83484861008832,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.5,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,15.676415406590975,12.96148139681572,20.0,True,12.96148139681572,9.894046751237257,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,125,20.0,-10.83484861008832,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.5,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,15.676415406590975,12.96148139681572,20.0,True,12.96148139681572,9.750139702798142,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,148,20.27027027027027,-11.10511888035859,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.5,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,15.676415406590975,12.96148139681572,20.0,True,12.96148139681572,9.426307570048104,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,175,20.0,-12.516685226452118,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.5,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,15.676415406590975,12.96148139681572,20.0,True,12.96148139681572,9.183433470485577,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,200,20.0,-12.516685226452118,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.5,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,15.676415406590975,12.96148139681572,20.0,True,12.96148139681572,8.67440822428032,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,250,20.0,-14.203449301524223,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.15360373547321354,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,26.512741574214957,75,75,0,75,75,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,1.0,0,2266,20.0,1.1196105130851528,75,20.0,1.1196105130851528,21.119610513085153,26.512741574214957,37.97314507911579,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.15360373547321354,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,25.164458808932505,100,100,0,100,99,1,0,0,0,1,1,1,0,0,0.01,0.0,0.0,0.01,1.0,0,2266,20.0,1.1196105130851528,100,20.0,1.1196105130851528,21.119610513085153,25.164458808932505,37.97314507911579,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.15360373547321354,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,24.355489149763034,125,125,0,125,122,3,1,0,0,2,2,2,0,0,0.024,0.0,0.0,0.016,1.0,0,2266,20.0,1.1196105130851528,125,20.0,1.1196105130851528,21.119610513085153,24.355489149763034,37.97314507911579,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.15360373547321354,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,23.734374875954575,150,150,0,148,144,4,1,0,0,3,2,2,0,0,0.02702702702702703,0.0,0.0,0.02027027027027027,0.9866666666666667,0,2266,20.27027027027027,0.8493402428148826,148,20.27027027027027,0.8493402428148826,21.119610513085153,23.85261611838742,37.97314507911579,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.15360373547321354,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,22.48439602737882,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,148,23.64864864864865,-2.5290381355634963,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.15360373547321354,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,21.54691189094701,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,200,20.0,-5.0154770640757,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,982,671,311,671,671,671,311,0,0.15360373547321354,0.15360373547321354,0.0010172939979654,0.001488095238095238,0.001488095238095238,52.394764935738735,37.97314507911579,20.0,True,37.97314507911579,19.695331088164142,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2266,,,214,23.36448598130841,-8.379963045384109,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982,655,327,655,655,655,327,0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.001524390243902439,0.001524390243902439,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,25.983208603171853,75,75,0,75,75,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,1.0,77,2191,20.0,0.7015456567006595,75,20.0,0.7015456567006595,20.70154565670066,25.983208603171853,37.20674236442314,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982,655,327,655,655,655,327,0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.001524390243902439,0.001524390243902439,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,24.662792866554057,100,100,0,100,99,1,0,0,0,1,1,1,0,0,0.01,0.0,0.0,0.01,1.0,77,2191,20.0,0.7015456567006595,100,20.0,0.7015456567006595,20.70154565670066,24.662792866554057,37.20674236442314,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982,655,327,655,655,655,327,0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.001524390243902439,0.001524390243902439,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,23.870543424583374,125,125,0,125,122,3,1,0,0,2,2,2,0,0,0.024,0.0,0.0,0.016,1.0,77,2191,20.0,0.7015456567006595,125,20.0,0.7015456567006595,20.70154565670066,23.870543424583374,37.20674236442314,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982,655,327,655,655,655,327,0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.001524390243902439,0.001524390243902439,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,23.262240544677287,150,150,0,148,144,4,1,0,0,3,2,2,0,0,0.02702702702702703,0.0,0.0,0.02027027027027027,0.9866666666666667,77,2191,20.27027027027027,0.4312753864303893,148,20.27027027027027,0.4312753864303893,20.70154565670066,23.37806404173674,37.20674236442314,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982,655,327,655,655,655,327,0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.001524390243902439,0.001524390243902439,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,22.037820718620214,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,77,2191,,,148,23.64864864864865,-2.9471029919479896,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,982,655,327,655,655,655,327,0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.001524390243902439,0.001524390243902439,52.38303295760676,37.20674236442314,20.0,True,37.20674236442314,21.119505849077413,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,77,2191,,,200,20.0,-5.308698237722201,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
