domain,dataset,unit,target_row,proposal_source,block_definition,alpha,K,audit_policy,audit_budget_fraction,seeds,non_empty_seeds,release_rate,safe_release_rate,mean_release,min_release,max_release,actual_FTR_mean,actual_FTR_max,alpha_violation_rate,refusal_rate,raw_topK_actual_FTR_mean,best_mass_ratio_mean,max_observed_e_mean,required_e,block_coverage_mean,audit_candidates_inspected_mean,verified_positives_found_mean,verified_positive_yield_mean,cost_per_release_mean,cost_per_true_release_mean,dominant_empty_reason,evidence_status,paper_role,first_safe_release_budget_fraction
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,block_balanced_top_score,0.02,20,5,0.25,0.25,10.75,0,103,0.0,0.0,0.0,0.75,0.25316666666666665,0.7071223341100682,153.27866100265078,10.0,0.9956456863809006,2158.85,641.45,0.2970573973182881,200.82325581395347,200.82325581395347,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.02
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,block_balanced_top_score,0.05,20,8,0.4,0.4,43.8,0,139,0.014014749362424694,0.07913669064748201,0.0,0.6,0.25316666666666665,0.9604957508594467,163.207312258196,10.0,0.9865572436245251,5397.2,1661.95,0.3079163047456082,123.22374429223744,128.35196195005946,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.02
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,block_balanced_top_score,0.1,20,17,0.85,0.7,91.55,0,166,0.04859845492999502,0.12222222222222222,0.15,0.15,0.25316666666666665,1.7723588997614983,162.38366495325914,10.0,0.9808871405317416,10794.3,3172.3,0.29394450569341707,117.90606226105953,126.54513481828839,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.02
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,block_balanced_top_score,0.2,20,18,0.9,0.7,95.3,0,166,0.054727461258633495,0.12222222222222222,0.2,0.1,0.25316666666666665,2.6490983968782587,162.1372654926054,10.0,0.9791915355398807,21588.65,5798.25,0.26858812713675706,226.5335781741868,243.9395480225989,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.02
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,diversity_round_robin,0.0,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.25316666666666665,0.3423840018437473,121.62683153977714,10.0,1.0,0.0,0.0,0.0,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,diversity_round_robin,0.005,20,20,1.0,0.55,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.0,0.25316666666666665,3.9647541415207526,164.96326583285858,10.0,0.9986570808464459,539.75,290.9,0.5392756263095632,4.6894005212858385,5.220019342359768,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,diversity_round_robin,0.01,20,20,1.0,0.55,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.0,0.25316666666666665,3.962034588058048,164.8530931021474,10.0,0.9978974498100921,1079.4,518.9,0.4809802577794519,9.377932232841008,10.439071566731142,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,diversity_round_robin,0.02,20,20,1.0,0.55,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.0,0.25316666666666665,3.9568571392821306,164.63468695896228,10.0,0.9963917525773196,2158.85,1021.55,0.47336925311593203,18.75629887054735,20.87862669245648,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,diversity_round_robin,0.05,20,20,1.0,0.55,114.6,39,211,0.0865367989289445,0.17535545023696683,0.45,0.0,0.25316666666666665,3.939172069211966,163.89854402684855,10.0,0.9913185024416713,5397.2,2257.35,0.4183228359423178,47.095986038394415,52.4,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,diversity_round_robin,0.1,20,20,1.0,0.55,114.0,39,211,0.08529083163558596,0.17535545023696683,0.45,0.0,0.25316666666666665,3.9248870802738005,163.3038265310053,10.0,0.9872219207813346,10794.3,3944.8,0.3655193778558642,94.68684210526315,105.20760233918128,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,diversity_round_robin,0.2,20,20,1.0,0.55,113.4,39,211,0.08386389371572316,0.17535545023696683,0.45,0.0,0.25316666666666665,3.914706805754071,162.88618599457672,10.0,0.9843461747151382,21588.65,6444.65,0.2985836371652581,190.37610229276896,211.13594132029343,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,random,0.0,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.25316666666666665,0.3423840018437473,121.62683153977714,10.0,1.0,0.0,0.0,0.0,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,random,0.005,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.25316666666666665,0.343709251614554,121.61554378443775,10.0,0.9998914812805209,539.75,84.45,0.15648092519905735,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,random,0.01,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.25316666666666665,0.34236819107215094,121.62228369512931,10.0,0.9999457406402605,1079.4,163.5,0.15149936144598503,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,random,0.02,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.25316666666666665,0.3439650120511166,121.60435464036193,10.0,0.9997829625610418,2158.85,332.05,0.1538323537276369,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,random,0.05,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.25316666666666665,0.3499259464318997,121.56511716415801,10.0,0.9994167118827997,5397.2,817.3,0.15144877917768104,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,random,0.1,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.25316666666666665,0.3538523647014725,122.84681345772756,10.0,0.9988198589256646,10794.3,1643.9,0.15231554132386707,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,random,0.2,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.25316666666666665,0.3742891303784818,127.605466218831,10.0,0.9976261530113943,21588.65,3294.85,0.15264949262156913,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,top_score,0.0,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.25316666666666665,0.3423840018437473,121.62683153977714,10.0,1.0,0.0,0.0,0.0,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,top_score,0.005,20,20,1.0,0.55,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.0,0.25316666666666665,3.9643856037332688,164.9573640344069,10.0,0.9986163863266413,539.75,342.55,0.6348603063460654,4.6894005212858385,5.220019342359768,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,top_score,0.01,20,20,1.0,0.55,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.0,0.25316666666666665,3.962224773891873,164.86883257620508,10.0,0.9980059685295715,1079.4,632.45,0.5859920396606013,9.377932232841008,10.439071566731142,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,top_score,0.02,20,20,1.0,0.55,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.0,0.25316666666666665,3.9593016890815833,164.74684648880068,10.0,0.9971649484536084,2158.85,1188.35,0.5505104096073242,18.75629887054735,20.87862669245648,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,top_score,0.05,20,20,1.0,0.55,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.0,0.25316666666666665,3.951343003832757,164.41821508540434,10.0,0.9948996201844817,5397.2,2529.65,0.46876725163659827,46.891398783666375,52.19729206963249,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,top_score,0.1,20,20,1.0,0.55,114.0,39,211,0.08529083163558596,0.17535545023696683,0.45,0.0,0.25316666666666665,3.9345818606333594,163.71740390415246,10.0,0.9900705371676615,10794.3,4212.55,0.3903085719572973,94.68684210526315,105.20760233918128,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,300,top_score,0.2,20,20,1.0,0.55,114.0,39,211,0.08529083163558596,0.17535545023696683,0.45,0.0,0.25316666666666665,3.919010916081702,163.05955974234396,10.0,0.9855398806294087,21588.65,8323.35,0.3855249192002032,189.37412280701756,210.4156920077973,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,block_balanced_top_score,0.0,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.21468801132393628,121.62683153977714,10.0,1.0,0.0,0.0,0.0,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.05
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,block_balanced_top_score,0.005,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.2267559036469665,121.51354763963795,10.0,0.9989012479652739,539.75,119.5,0.22139815526951107,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.05
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,block_balanced_top_score,0.01,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.22836347236409554,121.38625116139023,10.0,0.9976397178513293,1079.4,222.3,0.20598938978631215,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.05
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,block_balanced_top_score,0.02,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.42787631830868955,153.27866100265078,10.0,0.9956456863809006,2158.85,641.45,0.2970573973182881,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.05
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,block_balanced_top_score,0.05,20,2,0.1,0.1,9.05,0,99,0.0,0.0,0.0,0.9,0.3269,0.5792907272411651,163.207312258196,10.0,0.9865572436245251,5397.2,1661.95,0.3079163047456082,596.3756906077348,596.3756906077348,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.05
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,block_balanced_top_score,0.1,20,8,0.4,0.4,40.55,0,137,0.006778953152128335,0.06569343065693431,0.0,0.6,0.3269,1.0641726223845889,162.38366495325914,10.0,0.9808871405317416,10794.3,3172.3,0.29394450569341707,266.1972872996301,271.55471698113206,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.05
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,block_balanced_top_score,0.2,20,15,0.75,0.75,64.2,0,137,0.013371830043058652,0.06896551724137931,0.0,0.25,0.3269,1.589459038126955,162.1372654926054,10.0,0.9791915355398807,21588.65,5798.25,0.26858812713675706,336.2718068535826,344.3165869218501,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.05
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,diversity_round_robin,0.0,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.21468801132393628,121.62683153977714,10.0,1.0,0.0,0.0,0.0,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,diversity_round_robin,0.005,20,20,1.0,0.85,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.0,0.3269,2.3788524849124513,164.96326583285858,10.0,0.9986570808464459,539.75,290.9,0.5392756263095632,5.9476584022038566,6.305490654205608,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,diversity_round_robin,0.01,20,20,1.0,0.85,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.0,0.3269,2.3772207528348295,164.8530931021474,10.0,0.9978974498100921,1079.4,518.9,0.4809802577794519,11.89421487603306,12.609813084112151,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,diversity_round_robin,0.02,20,20,1.0,0.85,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.0,0.3269,2.374114283569278,164.63468695896228,10.0,0.9963917525773196,2158.85,1021.55,0.47336925311593203,23.78898071625344,25.22021028037383,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,diversity_round_robin,0.05,20,20,1.0,0.85,90.65,37,151,0.046468121323455805,0.12222222222222222,0.15,0.0,0.3269,2.3635032415271797,163.89854402684855,10.0,0.9913185024416713,5397.2,2257.35,0.4183228359423178,59.53888582460011,63.05140186915888,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,diversity_round_robin,0.1,20,20,1.0,0.85,90.65,37,151,0.046468121323455805,0.12222222222222222,0.15,0.0,0.3269,2.3549322481642805,163.3038265310053,10.0,0.9872219207813346,10794.3,3944.8,0.3655193778558642,119.07666850523992,126.1016355140187,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,diversity_round_robin,0.2,20,20,1.0,0.85,90.65,37,151,0.046468121323455805,0.12222222222222222,0.15,0.0,0.3269,2.3488240834524428,162.88618599457672,10.0,0.9843461747151382,21588.65,6444.65,0.2985836371652581,238.15388858246,252.20385514018696,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,random,0.0,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.21468801132393628,121.62683153977714,10.0,1.0,0.0,0.0,0.0,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,random,0.005,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.2156265749682366,121.61554378443775,10.0,0.9998914812805209,539.75,84.45,0.15648092519905735,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,random,0.01,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.21513658391273244,121.62228369512931,10.0,0.9999457406402605,1079.4,163.5,0.15149936144598503,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,random,0.02,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.21564358457491833,121.60435464036193,10.0,0.9997829625610418,2158.85,332.05,0.1538323537276369,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,random,0.05,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.21974139346983748,121.56511716415801,10.0,0.9994167118827997,5397.2,817.3,0.15144877917768104,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,random,0.1,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.2224197496024428,122.84681345772756,10.0,0.9988198589256646,10794.3,1643.9,0.15231554132386707,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,random,0.2,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.23473766402576907,127.605466218831,10.0,0.9976261530113943,21588.65,3294.85,0.15264949262156913,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,top_score,0.0,20,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.3269,0.21468801132393628,121.62683153977714,10.0,1.0,0.0,0.0,0.0,inf,inf,insufficient_high_e_mass_for_uniform_scs,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,top_score,0.005,20,20,1.0,0.85,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.0,0.3269,2.378631362239962,164.9573640344069,10.0,0.9986163863266413,539.75,342.55,0.6348603063460654,5.9476584022038566,6.305490654205608,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,top_score,0.01,20,20,1.0,0.85,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.0,0.3269,2.377334864335124,164.86883257620508,10.0,0.9980059685295715,1079.4,632.45,0.5859920396606013,11.89421487603306,12.609813084112151,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,top_score,0.02,20,20,1.0,0.85,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.0,0.3269,2.37558101344895,164.74684648880068,10.0,0.9971649484536084,2158.85,1188.35,0.5505104096073242,23.78898071625344,25.22021028037383,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,top_score,0.05,20,20,1.0,0.85,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.0,0.3269,2.370805802299654,164.41821508540434,10.0,0.9948996201844817,5397.2,2529.65,0.46876725163659827,59.473278236914595,63.05140186915888,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,500,top_score,0.1,20,20,1.0,0.85,90.65,37,151,0.046468121323455805,0.12222222222222222,0.15,0.0,0.3269,2.360749116380016,163.71740390415246,10.0,0.9900705371676615,10794.3,4212.55,0.3903085719572973,119.07666850523992,126.1016355140187,,completed_simulated_audit_frontier,methodological_frontier_candidate_not_prospective_discovery,0.005
